datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,name
2020-02-22 00:00:27.333,mijnomgeving,357518080495187,1582329627333,27.0,29743.0,4.189999999999999,8.0,357518080495187.0,32.0,1582329624.0,597.0,9.01,52.6352801,5.8234752,6.0,-2.0,29.0,0.0,EC 304
2020-02-22 00:01:22.352,mijnomgeving,357518080495047,1582329682352,1.0,34218.0,4.17,8.0,357518080495047.0,32.0,1582329680.0,169.0,9.8,52.2261763,5.1746973,7.0,14.0,0.0,0.0,EC 322
2020-02-22 00:01:24.371,mijnomgeving,357518080170889,1582329684371,7.0,79218.0,4.17,6.0,357518080170889.0,32.0,1582329683.0,2636.0,15.18,52.0145524,4.2954957,4.0,11.0,200.0,0.0,EC 236
2020-02-22 00:01:58.678,mijnomgeving,357518080330764,1582329718678,107.0,73917.0,4.0,19.0,357518080330764.0,32.0,1582329719.0,0.0,18.71,51.8212002,4.6106937,5.0,-6.0,8.0,0.0,EC 244
2020-02-22 00:02:11.660,mijnomgeving,357518080165475,1582329731660,1.0,11684745.0,4.07,8.0,357518080165475.0,1.0,1582329729.0,2196.0,9.1,52.3720476,4.9254067,8.0,-7.0,0.0,0.0,EC 201
2020-02-22 00:02:11.672,mijnomgeving,357518080495070,1582329731672,2.0,7220.0,4.17,8.0,357518080495070.0,32.0,1582329726.0,172.0,9.36,52.2262714,5.1744651,7.0,41.0,225.0,0.0,EC 320
2020-02-22 00:02:18.403,mijnomgeving,357518080497423,1582329738403,17.0,4534.0,4.17,8.0,357518080497423.0,32.0,1582329735.0,2195.0,9.27,52.5228057,5.5901646,6.0,-48.0,0.0,0.0,EC 318
2020-02-22 00:02:45.444,mijnomgeving,357518080494909,1582329765444,0.0,48618.0,4.17,6.0,357518080494909.0,32.0,1582329763.0,170.0,9.72,52.2260559,5.1744257,5.0,9.0,225.0,0.0,EC 329
2020-02-22 00:03:14.479,mijnomgeving,357518080495112,1582329794479,1.0,240317.0,4.22,8.0,357518080495112.0,32.0,1582329801.0,1765.0,9.45,52.8375047,5.7140058,5.0,14.0,252.0,0.0,EC 306
2020-02-22 00:03:45.802,mijnomgeving,357518080163405,1582329825802,4.0,914.0,4.12,7.0,357518080163405.0,32.0,1582329813.0,2141.0,9.45,52.373003,4.9157017,4.0,-31.0,0.0,0.0,EC 226
2020-02-22 00:03:58.561,mijnomgeving,357518080495161,1582329838561,2.0,4940120.0,4.18,8.0,357518080495161.0,32.0,1582329855.0,988.0,8.92,52.4997283,5.4528094,4.0,12.0,33.0,0.0,EC 315
2020-02-22 00:04:06.502,mijnomgeving,357518080495104,1582329846502,26.0,126042.0,4.1,9.0,357518080495104.0,32.0,1582329848.0,720.0,9.8,52.337367,5.5374892,5.0,-29.0,1.0,0.0,EC 312
2020-02-22 00:05:22.625,mijnomgeving,357518080497662,1582329922625,17.0,12635.0,4.2,8.0,357518080497662.0,32.0,1582329918.0,176.0,9.8,52.2263523,5.1747349,4.0,24.0,17.0,1.0,EC 328
2020-02-22 00:05:31.609,mijnomgeving,357518080495682,1582329931609,24.0,108941.0,4.18,8.0,357518080495682.0,32.0,1582329931.0,1922.0,9.36,52.5495274,5.588278,8.0,-6.0,207.0,0.0,EC 316
2020-02-22 00:05:56.642,mijnomgeving,357518080495146,1582329956642,0.0,10818.0,4.18,8.0,357518080495146.0,32.0,1582329953.0,1916.0,9.19,52.3869786,5.3122525,8.0,-3.0,58.0,0.0,EC 317
2020-02-22 00:06:07.180,mijnomgeving,357518080163249,1582329967180,3.0,88213.0,4.1,8.0,357518080163249.0,32.0,1582329966.0,759.0,9.1,,,,,,,EC 212
2020-02-22 00:06:29.906,mijnomgeving,357518080164395,1582329989906,5.0,267314.0,3.969999999999999,7.0,357518080164395.0,32.0,1582329996.0,1315.0,9.8,51.8982406,4.4232884,5.0,4.0,4.0,0.0,EC 241
2020-02-22 00:07:06.752,mijnomgeving,357518080495021,1582330026752,1.0,29718.0,4.06,7.0,357518080495021.0,32.0,1582330025.0,1.0,10.16,53.1563465,7.02144,6.0,-80.0,240.0,0.0,EC 325
2020-02-22 00:07:42.783,mijnomgeving,357518080495088,1582330062783,1.0,67518.0,4.25,7.0,357518080495088.0,32.0,1582330063.0,167.0,9.45,52.2260915,5.1746633,6.0,12.0,221.0,0.0,EC 321
2020-02-22 00:07:47.736,mijnomgeving,357518080494982,1582330067736,1.0,12617.0,4.18,8.0,357518080494982.0,32.0,1582330064.0,170.0,9.63,52.2261447,5.1746894,9.0,22.0,46.0,0.0,EC 326
2020-02-22 00:07:52.725,mijnomgeving,357518080494834,1582330072725,18.0,117034.0,4.1,8.0,357518080494834.0,32.0,1582330041.0,1448.0,9.54,52.4257125,5.4203163,5.0,53.0,8.0,0.0,EC 314
2020-02-22 00:07:55.721,mijnomgeving,357518080495153,1582330075721,1.0,61218.0,4.2,7.0,357518080495153.0,32.0,1582330075.0,2636.0,9.27,52.5790105,5.756758,5.0,-61.0,236.0,0.0,EC 313
2020-02-22 00:08:18.198,mijnomgeving,357518080166663,1582330098198,2.0,45011.0,4.13,7.0,357518080166663.0,32.0,1582330067.0,975.0,9.54,51.8982509,4.4233531,7.0,7.0,0.0,0.0,EC 243
2020-02-22 00:08:39.823,mijnomgeving,357518080495534,1582330119823,25.0,218742.0,4.17,8.0,357518080495534.0,32.0,1582330124.0,2118.0,9.1,52.5326309,5.5931595,4.0,-27.0,198.0,0.0,EC 307
2020-02-22 00:08:57.822,mijnomgeving,357518080497696,1582330137822,23.0,7240.0,4.16,8.0,357518080497696.0,32.0,1582330134.0,1038.0,9.45,52.517231,5.509485,8.0,-6.0,44.0,0.0,EC 319
2020-02-22 00:09:02.449,mijnomgeving,357518080171390,1582330142449,33.0,20189767.0,4.13,8.0,357518080171390.0,64.0,1582330149.0,568.0,9.36,52.0319286,5.3038028,4.0,-4.0,209.0,0.0,EC 202
2020-02-22 00:10:15.977,mijnomgeving,357518080332257,1582330215977,1.0,96311.0,4.07,7.0,357518080332257.0,32.0,1582330212.0,695.0,9.54,51.8981985,4.4233259,6.0,-8.0,0.0,0.0,EC 240
2020-02-22 00:10:50.938,mijnomgeving,357518080495609,1582330250938,1.0,151218.0,3.62,8.0,357518080495609.0,32.0,1582330256.0,78.0,10.07,51.7484452,4.1019475,6.0,3.0,16.0,5.0,EC 310
2020-02-22 00:11:02.933,mijnomgeving,357518080494768,1582330262933,0.0,122418.0,4.17,8.0,357518080494768.0,32.0,1582330262.0,2539.0,9.45,52.4166576,5.2266542,5.0,-18.0,218.0,0.0,EC 305
2020-02-22 00:11:07.774,mijnomgeving,357518080169006,1582330267774,31.0,58541.0,3.76,8.0,357518080169006.0,32.0,1582330267.0,968.0,9.19,,,,,,,EC 213
2020-02-22 00:11:29.997,mijnomgeving,357518080495120,1582330289997,1.0,83719.0,4.13,7.0,357518080495120.0,32.0,1582330289.0,1647.0,9.19,52.3337769,5.3126639,9.0,-5.0,37.0,0.0,EC 303
2020-02-22 00:11:48.009,mijnomgeving,357518080497639,1582330308009,1.0,7218.0,4.18,8.0,357518080497639.0,32.0,1582330304.0,1965.0,9.19,52.6591886,5.6608138,9.0,-9.0,52.0,0.0,EC 308
2020-02-22 00:11:58.006,mijnomgeving,357518080495526,1582330318006,1.0,34218.0,4.15,6.0,357518080495526.0,32.0,1582330316.0,173.0,9.63,52.2261306,5.1746933,6.0,21.0,43.0,0.0,EC 327
2020-02-22 00:12:01.996,mijnomgeving,357518080494875,1582330321996,26.0,45943.0,4.189999999999999,8.0,357518080494875.0,32.0,1582330320.0,1866.0,9.36,52.6579184,5.6149363999999995,6.0,0.0,204.0,0.0,EC 311
2020-02-22 00:12:07.584,mijnomgeving,357518080166580,1582330327584,14.0,69323.0,4.03,8.0,357518080166580.0,32.0,1582330327.0,695.0,9.1,52.3605664,4.8156487,4.0,12.0,20.0,1.0,EC 224
2020-02-22 00:12:27.061,mijnomgeving,357518080495203,1582330347061,1.0,19818.0,4.18,7.0,357518080495203.0,32.0,1582330344.0,168.0,9.98,52.226178,5.1746848,9.0,24.0,0.0,0.0,EC 324
2020-02-22 00:12:40.024,mijnomgeving,357518080494826,1582330360024,17.0,4534.0,4.18,8.0,357518080494826.0,32.0,1582330357.0,166.0,9.45,52.2261558,5.1746554,8.0,13.0,0.0,0.0,EC 323
2020-02-22 00:12:47.254,mijnomgeving,357518080330582,1582330367254,8.0,27018.0,4.09,9.0,357518080330582.0,32.0,1582330365.0,2169.0,9.72,52.3727673,4.9456187,4.0,60.0,34.0,0.0,EC 219
2020-02-22 00:12:49.070,mijnomgeving,357518080494776,1582330369070,11.0,119728.0,4.17,7.0,357518080494776.0,32.0,1582330371.0,168.0,9.63,52.2261519,5.1746281,4.0,10.0,3.0,0.0,EC 330
2020-02-22 00:13:04.052,mijnomgeving,357518080494859,1582330384052,1.0,9017.0,4.17,7.0,357518080494859.0,32.0,1582330380.0,1985.0,8.83,52.541032799999996,5.588836,4.0,-1.0,240.0,0.0,EC 302
2020-02-22 00:13:11.265,mijnomgeving,357518080203151,1582330391265,11.0,20153743.0,4.09,8.0,357518080203151.0,16.0,1582330375.0,2.0,9.19,52.4211448,4.860238,5.0,100.0,15.0,0.0,EC Prototype 001
2020-02-22 00:13:22.417,mijnomgeving,357518080167000,1582330402417,3.0,14412.0,4.13,5.0,357518080167000.0,32.0,1582330400.0,641.0,9.19,52.1739672,5.0359625,4.0,12.0,0.0,0.0,EC 228
2020-02-22 00:13:50.145,mijnomgeving,357518080494818,1582330430145,0.0,2717.0,4.16,7.0,357518080494818.0,32.0,1582330426.0,1670.0,9.54,52.8098593,5.7450404,9.0,-9.0,0.0,0.0,EC 309
2020-02-22 00:15:03.235,mijnomgeving,357518080495187,1582330503235,1.0,30617.0,4.189999999999999,8.0,357518080495187.0,32.0,1582330498.0,600.0,9.01,52.6354348,5.82358,7.0,17.0,18.0,0.0,EC 304
