datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,pH,name
2020-08-28 00:00:10.223,mijnomgeving,357518080332257,1598572810223,3.0,52213.0,4.11,15.0,357518080332257.0,32.0,1598572799.0,619.0,20.91,51.8984835,4.4232505,6.0,108.0,224.0,0.0,,EC 240
2020-08-28 00:00:20.721,mijnomgeving,357518080330764,1598572820721,255.0,5530.0,3.85,21.0,357518080330764.0,32.0,1598572811.0,1881.0,20.38,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 244
2020-08-28 00:00:27.011,mijnomgeving,357518080495104,1598572827011,0.0,22518.0,4.2,14.0,357518080495104.0,32.0,1598572824.0,621.0,16.68,52.3373593,5.5373552,4.0,-5.0,23.0,2.0,,EC 312
2020-08-28 00:00:38.910,mijnomgeving,357518080494826,1598572838910,20.0,19837.0,4.18,9.0,357518080494826.0,32.0,1598572837.0,202.0,17.21,60.0245833,17.8152838,6.0,36.0,253.0,0.0,,EC 323
2020-08-28 00:00:59.087,mijnomgeving,357518080168917,1598572859087,30.0,36424836.0,3.89,13.0,357518080168917.0,16.0,1598572787.0,1787.0,19.94,52.340531,4.9259089,6.0,153.0,216.0,0.0,,EC 209
2020-08-28 00:01:02.210,mijnomgeving,357518080164395,1598572862210,2.0,222313.0,4.18,15.0,357518080164395.0,32.0,1598572857.0,105.0,21.09,51.8982951,4.4232983,5.0,9.0,3.0,0.0,,EC 241
2020-08-28 00:01:10.104,mijnomgeving,357518080495161,1598572870104,7.0,654318.0,4.22,14.0,357518080495161.0,32.0,1598572876.0,657.0,17.3,52.499459,5.4540412,4.0,-17.0,56.0,5.0,,EC 315
2020-08-28 00:01:17.111,mijnomgeving,357518080497423,1598572877111,1.0,2719.0,4.18,13.0,357518080497423.0,32.0,1598572873.0,2454.0,17.91,52.5230131,5.590227,8.0,-3.0,239.0,0.0,,EC 318
2020-08-28 00:01:40.142,mijnomgeving,357518080495153,1598572900142,22.0,24339.0,4.189999999999999,14.0,357518080495153.0,32.0,1598572898.0,2437.0,18.27,52.5789893,5.7567724,7.0,-10.0,5.0,0.0,,EC 313
2020-08-28 00:01:49.180,mijnomgeving,357518080494818,1598572909180,13.0,18031.0,4.22,13.0,357518080494818.0,32.0,1598572906.0,1566.0,18.27,52.8091163,5.7453727,5.0,35.0,236.0,0.0,,EC 309
2020-08-28 00:03:24.951,mijnomgeving,357518080170889,1598573004951,3.0,46878.0,4.13,14.0,357518080170889.0,32.0,1598573004.0,0.0,0.0,52.0145714,4.2956858,6.0,3.0,0.0,0.0,,EC 236
2020-08-28 00:04:13.396,mijnomgeving,357518080497696,1598573053396,1.0,66618.0,4.2,12.0,357518080497696.0,32.0,1598573053.0,694.0,17.56,52.5172859,5.5094396,5.0,-6.0,58.0,0.0,,EC 319
2020-08-28 00:04:13.437,mijnomgeving,357518080495021,1598573053437,20.0,80137.0,4.09,20.0,357518080495021.0,32.0,1598573052.0,1.0,20.38,53.1563702,7.0211735,5.0,-17.0,239.0,0.0,,EC 325
2020-08-28 00:04:28.201,mijnomgeving,357518080495088,1598573068201,255.0,28823.0,4.03,24.0,357518080495088.0,32.0,1598573287.0,1.0,23.56,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,8.724,EC 321
2020-08-28 00:04:56.577,mijnomgeving,357518080495120,1598573096577,27.0,50445.0,4.189999999999999,12.0,357518080495120.0,32.0,1598573095.0,1199.0,17.38,52.3337667,5.312653,11.0,-6.0,39.0,0.0,,EC 303
2020-08-28 00:05:10.332,mijnomgeving,357518080332265,1598573110332,39.0,79249.0,4.14,14.0,357518080332265.0,32.0,1598573111.0,134.0,19.77,52.3921782,4.9373026,5.0,0.0,4.0,0.0,,EC 221
2020-08-28 00:05:40.625,mijnomgeving,357518080328131,1598573140625,28.0,26138.0,4.11,14.0,357518080328131.0,32.0,1598573139.0,3740.0,18.18,52.3917883,4.9362053,7.0,-10.0,0.0,0.0,,EC 230
2020-08-28 00:05:49.503,mijnomgeving,357518080497639,1598573149503,19.0,52237.0,4.189999999999999,15.0,357518080497639.0,32.0,1598573147.0,1699.0,17.47,52.6591766,5.6609253,7.0,11.0,0.0,0.0,,EC 308
2020-08-28 00:05:53.671,mijnomgeving,357518080497662,1598573153671,1.0,164718.0,4.24,10.0,357518080497662.0,32.0,1598573160.0,476.0,18.09,59.7644023,17.5732091,5.0,-19.0,214.0,0.0,,EC 328
2020-08-28 00:06:01.556,mijnomgeving,357518080495112,1598573161556,1.0,8117.0,4.21,14.0,357518080495112.0,32.0,1598573156.0,1650.0,18.18,52.8374029,5.7142472,4.0,23.0,220.0,1.0,,EC 306
2020-08-28 00:06:40.707,mijnomgeving,357518080494768,1598573200707,20.0,36037.0,4.21,15.0,357518080494768.0,32.0,1598573198.0,1716.0,19.59,52.4166423,5.2265396,5.0,7.0,212.0,0.0,,EC 305
