datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,pH,name
2020-06-17 00:00:41.374,mijnomgeving,357518080494768,1592352041374,27.0,52.4165862,5.226682,4.0,99945.0,-7.0,4.22,17.0,251.0,357518080494768.0,32.0,0.0,1592352041.0,2466.0,21.79,,EC 305
2020-06-17 00:01:08.386,mijnomgeving,357518080495021,1592352068386,1.0,53.1562674,7.0210846,4.0,3619.0,38.0,4.22,13.0,0.0,357518080495021.0,32.0,0.0,1592352064.0,355.0,19.85,,EC 325
2020-06-17 00:02:10.610,mijnomgeving,357518080171390,1592352130610,2.0,52.0319293,5.3036462,5.0,30212155.0,2.0,4.189999999999999,12.0,30.0,357518080171390.0,64.0,0.0,1592352147.0,420.0,17.3,,EC 202
2020-06-17 00:02:11.450,mijnomgeving,357518080495195,1592352131450,17.0,52.5075323,5.4813359,7.0,13534.0,-34.0,4.03,20.0,0.0,357518080495195.0,32.0,0.0,1592352128.0,7.0,20.12,,EC 301
2020-06-17 00:02:18.530,mijnomgeving,357518080494818,1592352138530,11.0,52.8091121,5.7451972,4.0,43229.0,12.0,4.22,15.0,245.0,357518080494818.0,32.0,0.0,1592352136.0,1604.0,21.0,,EC 309
2020-06-17 00:02:22.033,mijnomgeving,357518080200454,1592352142033,5.0,52.3319351,5.0620901,4.0,32024756.0,-62.0,4.09,16.0,3.0,357518080200454.0,16.0,1.0,1592352141.0,0.0,0.0,,EC Prototype 002
2020-06-17 00:02:39.558,mijnomgeving,357518080497696,1592352159558,27.0,52.5174194,5.5095487,4.0,49544.0,-29.0,4.25,16.0,224.0,357518080497696.0,32.0,0.0,1592352158.0,1106.0,19.06,,EC 319
2020-06-17 00:02:49.376,mijnomgeving,357518080167000,1592352169376,20.0,52.1734091,5.0364082,6.0,167430.0,-103.0,4.13,16.0,0.0,357518080167000.0,32.0,0.0,1592352175.0,679.0,20.82,,EC 228
2020-06-17 00:03:02.274,mijnomgeving,357518080166663,1592352182274,2.0,51.8982832,4.423445,5.0,121512.0,-14.0,4.2,16.0,0.0,357518080166663.0,32.0,0.0,1592352171.0,22.0,19.77,,EC 243
2020-06-17 00:03:03.551,mijnomgeving,357518080328131,1592352183551,7.0,52.3917842,4.9361586,5.0,122417.0,-14.0,4.12,16.0,198.0,357518080328131.0,32.0,0.0,1592352183.0,5546.0,21.0,,EC 230
2020-06-17 00:03:51.920,mijnomgeving,357518080495526,1592352231920,112.0,55.7159437,13.2229313,4.0,36139.0,185.0,4.14,32.0,204.0,357518080495526.0,16.0,1.0,1592352231.0,2.0,21.35,,EC 327
2020-06-17 00:03:52.380,mijnomgeving,357518080163173,1592352232380,31.0,52.7179229,6.8408656,5.0,223240.0,6.0,4.22,16.0,0.0,357518080163173.0,32.0,0.0,1592352238.0,736.0,21.35,,EC 231
2020-06-17 00:03:59.385,mijnomgeving,357518080497639,1592352239385,8.0,52.659218,5.6609371,5.0,230434.0,-11.0,4.189999999999999,15.0,250.0,357518080497639.0,32.0,0.0,1592352247.0,2288.0,21.62,,EC 308
2020-06-17 00:04:04.662,mijnomgeving,357518080495153,1592352244662,1.0,52.5790091,5.7569072,6.0,26118.0,-18.0,4.21,17.0,255.0,357518080495153.0,32.0,0.0,1592352242.0,2776.0,20.82,,EC 313
2020-06-17 00:04:08.510,mijnomgeving,357518080163405,1592352248510,5.0,52.3732899,4.9159881,4.0,12615.0,11.0,4.18,16.0,245.0,357518080163405.0,32.0,0.0,1592351975.0,206.0,19.32,,EC 226
2020-06-17 00:04:08.650,mijnomgeving,357518080495682,1592352248650,0.0,52.5494979,5.5882119,5.0,22527.0,-24.0,4.189999999999999,15.0,247.0,357518080495682.0,32.0,0.0,1592352234.0,3305.0,20.82,,EC 316
2020-06-17 00:04:23.786,mijnomgeving,357518080163249,1592352263786,2.0,,,,9912.0,,4.189999999999999,16.0,,357518080163249.0,32.0,,1592352261.0,830.0,19.41,,EC 212
2020-06-17 00:04:31.774,mijnomgeving,357518080169006,1592352271774,42.0,,,,442022.0,,4.01,20.0,,357518080169006.0,32.0,,1592352292.0,0.0,0.0,,EC 213
2020-06-17 00:04:32.172,mijnomgeving,357518080168917,1592352272172,4.0,52.3406847,4.9253953,5.0,30204024.0,71.0,4.22,14.0,0.0,357518080168917.0,16.0,0.0,1592352287.0,2047.0,21.09,,EC 209
2020-06-17 00:05:09.763,mijnomgeving,357518080495088,1592352309763,255.0,2.55e-05,2.55e-05,0.0,159329.0,0.0,4.15,24.0,0.0,357518080495088.0,32.0,0.0,1592352436.0,483.0,24.7,21.224,EC 321
2020-06-17 00:06:03.837,mijnomgeving,357518080495146,1592352363837,0.0,52.387002,5.3122532,8.0,5418.0,-1.0,4.17,15.0,234.0,357518080495146.0,32.0,0.0,1592352359.0,1957.0,22.76,,EC 317
2020-06-17 00:06:11.550,mijnomgeving,357518080330764,1592352371550,255.0,2.55e-05,2.55e-05,0.0,8231.0,0.0,4.04,20.0,0.0,357518080330764.0,32.0,0.0,1592352369.0,1.0,19.24,,EC 244
2020-06-17 00:06:12.728,mijnomgeving,357518080332265,1592352372728,3.0,52.3922337,4.9373838,5.0,144913.0,-6.0,4.14,15.0,0.0,357518080332265.0,32.0,0.0,1592352377.0,5307.0,21.09,,EC 221
2020-06-17 00:06:19.250,mijnomgeving,357518080170889,1592352379250,29.0,52.0145543,4.2954673,6.0,3709.0,0.0,4.16,14.0,217.0,357518080170889.0,32.0,0.0,1592352377.0,0.0,0.0,,EC 236
2020-06-17 00:06:25.372,mijnomgeving,357518080165368,1592352385372,19.0,52.3398269,4.9108616,6.0,29164549.0,-3.0,4.14,16.0,5.0,357518080165368.0,16.0,0.0,1592352396.0,2369.0,20.91,,EC 208
2020-06-17 00:06:42.806,mijnomgeving,357518080330582,1592352402806,3.0,52.3731235,4.9460151,4.0,43214.0,15.0,4.08,18.0,0.0,357518080330582.0,32.0,0.0,1592352400.0,105.0,20.03,,EC 219
2020-06-17 00:07:03.916,mijnomgeving,357518080494834,1592352423916,0.0,52.4256,5.421025,5.0,138618.0,19.0,4.14,14.0,14.0,357518080494834.0,32.0,0.0,1592352419.0,1288.0,21.44,,EC 314
2020-06-17 00:07:19.940,mijnomgeving,357518080494982,1592352439940,255.0,2.55e-05,2.55e-05,0.0,35238.0,0.0,4.18,28.0,0.0,357518080494982.0,16.0,0.0,1592352438.0,3.0,22.15,,EC 326
2020-06-17 00:07:48.226,mijnomgeving,357518080332240,1592352468226,3.0,52.2140631,6.8722277,4.0,16213.0,40.0,4.15,19.0,240.0,357518080332240.0,32.0,0.0,1592352462.0,1145.0,19.77,,EC 225
2020-06-17 00:08:27.307,mijnomgeving,357518080203151,1592352507307,28.0,52.4209137,4.8600798,9.0,1250210.0,-4.0,3.85,16.0,0.0,357518080203151.0,16.0,0.0,1592352506.0,0.0,0.0,,EC Prototype 001
2020-06-17 00:08:29.080,mijnomgeving,357518080495112,1592352509080,1.0,52.8372662,5.7142241,5.0,4518.0,-18.0,4.22,15.0,211.0,357518080495112.0,32.0,0.0,1592352505.0,1701.0,20.65,,EC 306
