datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,pH,name
2020-06-05 00:00:26.902,mijnomgeving,357518080494859,1591315226902,1.0,52.5409768,5.588838,7.0,19819.0,-8.0,4.18,8.0,222.0,357518080494859.0,32.0,0.0,1591315224.0,3700.0,17.83,,EC 302
2020-06-05 00:00:32.390,mijnomgeving,357518080332240,1591315232390,5.0,52.2141713,6.8722521,5.0,137715.0,126.0,4.2,20.0,20.0,357518080332240.0,32.0,0.0,1591315236.0,768.0,20.65,,EC 225
2020-06-05 00:00:37.873,mijnomgeving,357518080494768,1591315237873,1.0,52.4166934,5.226119,5.0,102618.0,-34.0,4.21,10.0,205.0,357518080494768.0,32.0,2.0,1591315238.0,2382.0,19.94,,EC 305
2020-06-05 00:00:42.886,mijnomgeving,357518080494826,1591315242886,255.0,2.55e-05,2.55e-05,0.0,14547.0,0.0,3.83,24.0,0.0,357518080494826.0,32.0,0.0,1591315237.0,2.0,21.62,,EC 323
2020-06-05 00:01:13.961,mijnomgeving,357518080166663,1591315273961,2.0,51.8982288,4.4233307,7.0,125112.0,-2.0,4.2,9.0,0.0,357518080166663.0,32.0,0.0,1591315273.0,17.0,18.53,,EC 243
2020-06-05 00:01:18.927,mijnomgeving,357518080497423,1591315278927,10.0,52.5231126,5.5903059,4.0,125127.0,-29.0,4.2,8.0,33.0,357518080497423.0,32.0,0.0,1591315281.0,3294.0,18.44,,EC 318
2020-06-05 00:01:27.935,mijnomgeving,357518080171051,1591315287935,24.0,52.2065172,6.8818718,6.0,22534.0,53.0,3.69,22.0,225.0,357518080171051.0,32.0,0.0,1591315285.0,1.0,22.59,,EC 223
2020-06-05 00:01:53.987,mijnomgeving,357518080494834,1591315313987,1.0,52.4257058,5.4208061,7.0,26119.0,-16.0,4.14,7.0,9.0,357518080494834.0,32.0,0.0,1591315311.0,1402.0,19.32,,EC 314
2020-06-05 00:02:02.975,mijnomgeving,357518080495534,1591315322975,1.0,52.5326938,5.5930805,9.0,7219.0,-5.0,4.189999999999999,9.0,237.0,357518080495534.0,32.0,0.0,1591315318.0,2877.0,17.38,,EC 307
2020-06-05 00:02:05.279,mijnomgeving,357518080166580,1591315325279,32.0,52.3601632,4.8145175,6.0,73842.0,121.0,4.16,9.0,51.0,357518080166580.0,32.0,0.0,1591315326.0,668.0,19.41,,EC 224
2020-06-05 00:02:16.059,mijnomgeving,357518080495047,1591315336059,255.0,2.55e-05,2.55e-05,0.0,23538.0,0.0,3.88,24.0,0.0,357518080495047.0,32.0,0.0,1591315333.0,0.0,22.15,,EC 322
2020-06-05 00:02:23.976,mijnomgeving,357518080497696,1591315343976,1.0,52.5171708,5.5095398,5.0,135918.0,0.0,4.24,9.0,213.0,357518080497696.0,32.0,0.0,1591315348.0,943.0,17.12,,EC 319
2020-06-05 00:02:32.005,mijnomgeving,357518080495161,1591315352005,9.0,52.4997081,5.4530986,4.0,390619.0,9.0,4.189999999999999,9.0,44.0,357518080495161.0,32.0,1.0,1591315370.0,1432.0,17.74,,EC 315
2020-06-05 00:02:44.471,mijnomgeving,357518080200454,1591315364471,4.0,52.3313375,5.062492,6.0,30987921.0,-69.0,4.12,6.0,251.0,357518080200454.0,16.0,0.0,1591315358.0,5677.0,18.8,,EC Prototype 002
2020-06-05 00:02:51.965,mijnomgeving,357518080171390,1591315371965,2.0,52.0318388,5.3035953,5.0,29175351.0,6.0,4.189999999999999,5.0,0.0,357518080171390.0,64.0,0.0,1591315369.0,492.0,16.15,,EC 202
