datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,name
2019-10-12 00:00:07.501,mijnomgeving,357518080171390,1570838407501,4.0,52.0319785,5.3033994,4.0,8697622.0,-11.0,4.17,14.0,205.0,357518080171390.0,64.0,0.0,1570838420.0,511.0,13.51,EC 202
2019-10-12 00:00:17.814,mijnomgeving,357518080170889,1570838417814,2.0,52.0146635,4.2955141,4.0,43213.0,-19.0,4.18,13.0,0.0,357518080170889.0,32.0,0.0,1570838416.0,1599.0,18.35,EC 236
2019-10-12 00:00:27.258,mijnomgeving,357518080166960,1570838427258,20.0,52.536349799999996,5.6977938,4.0,3630.0,58.0,4.04,14.0,14.0,357518080166960.0,32.0,0.0,1570838415.0,0.0,15.0,EC 232
2019-10-12 00:00:55.879,mijnomgeving,357518080330582,1570838455879,2.0,52.3729105,4.9460882999999995,5.0,290712.0,45.0,4.1,16.0,254.0,357518080330582.0,32.0,3.0,1570838463.0,4180.0,15.36,EC 219
2019-10-12 00:00:58.518,mijnomgeving,357518080167778,1570838458518,38.0,52.3689061,4.9083220999999995,5.0,61296.0,8.0,3.64,24.0,253.0,357518080167778.0,1.0,0.0,1570838460.0,50000.0,15.8,EC 222
2019-10-12 00:01:05.915,mijnomgeving,357518080168966,1570838465915,7.0,52.5062673,4.6689649,6.0,44117.0,16.0,4.2,18.0,0.0,357518080168966.0,32.0,0.0,1570838465.0,0.0,20.03,EC 237
2019-10-12 00:02:36.688,mijnomgeving,357518080166598,1570838556688,33.0,52.5173097,5.5094522999999995,6.0,6971439.0,-11.0,4.18,13.0,0.0,357518080166598.0,16.0,0.0,1570838553.0,731.0,14.04,EC 210
2019-10-12 00:03:24.106,mijnomgeving,357518080200454,1570838604106,4.0,52.3312914,5.0624857,5.0,10510243.0,11.0,4.11,14.0,0.0,357518080200454.0,16.0,0.0,1570838616.0,2382.0,13.95,EC Prototype 002
2019-10-12 00:03:53.999,mijnomgeving,357518080168982,1570838633999,2.0,52.2263596,5.1746944,4.0,213312.0,-6.0,4.2,14.0,9.0,357518080168982.0,32.0,0.0,1570838640.0,309.0,15.53,EC 233
2019-10-12 00:04:38.838,mijnomgeving,357518080169006,1570838678838,4.0,,,,90913.0,,4.16,15.0,,357518080169006.0,32.0,,1570838680.0,819.0,14.39,EC 213
2019-10-12 00:04:47.396,mijnomgeving,357518080163371,1570838687396,2.0,52.3989907,4.8724957,4.0,62121.0,-12.0,4.189999999999999,13.0,0.0,357518080163371.0,32.0,0.0,1570838686.0,7247.0,15.36,EC 217
2019-10-12 00:05:33.253,mijnomgeving,357518080168917,1570838733253,3.0,52.340669,4.9257102,5.0,8689545.0,17.0,4.09,14.0,0.0,357518080168917.0,16.0,0.0,1570838744.0,1143.0,13.95,EC 209
2019-10-12 00:06:33.069,mijnomgeving,357518080165368,1570838793069,6.0,52.3400667,4.9111301,4.0,7650030.0,21.0,4.06,14.0,0.0,357518080165368.0,16.0,0.0,1570838787.0,1781.0,13.95,EC 208
2019-10-12 00:07:24.861,mijnomgeving,357518080166481,1570838844861,5.0,52.2260921,5.1746925,5.0,130515.0,33.0,4.22,13.0,254.0,357518080166481.0,32.0,0.0,1570838848.0,361.0,15.36,EC 218
2019-10-12 00:07:34.171,mijnomgeving,357518080163249,1570838854171,2.0,,,,9912.0,,4.17,16.0,,357518080163249.0,32.0,,1570838831.0,788.0,14.12,EC 212
2019-10-12 00:08:09.598,mijnomgeving,357518080167000,1570838889598,22.0,52.1739651,5.035941,7.0,53131.0,-4.0,4.13,14.0,0.0,357518080167000.0,32.0,0.0,1570838889.0,701.0,13.95,EC 228
2019-10-12 00:08:19.591,mijnomgeving,357518080166580,1570838899591,6.0,52.3601597,4.8152492,4.0,78316.0,2.0,4.14,13.0,33.0,357518080166580.0,32.0,0.0,1570838900.0,975.0,14.92,EC 224
2019-10-12 00:09:12.477,mijnomgeving,357518080203151,1570838952477,5.0,52.4207994,4.8599522,5.0,8661670.0,7.0,4.15,12.0,10.0,357518080203151.0,16.0,0.0,1570838952.0,2095.0,13.86,EC Prototype 001
2019-10-12 00:10:25.559,mijnomgeving,357518080163405,1570839025559,4.0,52.372901,4.9161327,7.0,108914.0,21.0,3.92,13.0,198.0,357518080163405.0,32.0,0.0,1570839028.0,2663.0,14.04,EC 226
2019-10-12 00:10:47.858,mijnomgeving,357518080165475,1570839047858,4.0,52.3692866,4.9084652,5.0,193526.0,9.0,4.05,13.0,0.0,357518080165475.0,1.0,1.0,1570839056.0,8.0,15.45,EC 201
2019-10-12 00:11:29.947,mijnomgeving,357518080166754,1570839089947,1.0,52.3539002,4.92475,5.0,8067625.0,-27.0,4.15,15.0,0.0,357518080166754.0,16.0,0.0,1570839082.0,2012.0,14.12,EC 204
2019-10-12 00:12:43.849,mijnomgeving,357518080163173,1570839163849,22.0,52.536705,5.6975261,4.0,155732.0,-9.0,4.13,13.0,254.0,357518080163173.0,32.0,0.0,1570839156.0,28.0,14.92,EC 231
2019-10-12 00:14:18.906,mijnomgeving,357518080201338,1570839258906,21.0,52.2261253,5.1745099,7.0,10328442.0,28.0,4.21,15.0,209.0,357518080201338.0,64.0,0.0,1570839254.0,34.0,15.18,EC 211
2019-10-12 00:15:19.563,mijnomgeving,357518080170889,1570839319563,4.0,52.014633,4.2955104,4.0,44115.0,-8.0,4.18,13.0,0.0,357518080170889.0,32.0,0.0,1570839318.0,1524.0,18.35,EC 236
2019-10-12 00:15:27.233,mijnomgeving,357518080167778,1570839327233,7.0,52.3690402,4.9082462,4.0,62165.0,18.0,3.64,24.0,0.0,357518080167778.0,1.0,0.0,1570839329.0,50000.0,15.36,EC 222
2019-10-12 00:15:34.533,mijnomgeving,357518080171390,1570839334533,31.0,52.0319806,5.3036177,4.0,8698550.0,11.0,4.17,15.0,205.0,357518080171390.0,64.0,0.0,1570839347.0,510.0,13.51,EC 202
2019-10-12 00:15:34.555,mijnomgeving,357518080166960,1570839334555,37.0,52.5365799,5.6974222999999995,6.0,4547.0,0.0,4.05,15.0,10.0,357518080166960.0,32.0,0.0,1570839332.0,2.0,15.09,EC 232
2019-10-12 00:16:18.908,mijnomgeving,357518080330582,1570839378908,25.0,52.3730852,4.9462893,8.0,291635.0,27.0,4.09,15.0,0.0,357518080330582.0,32.0,0.0,1570839386.0,4183.0,15.36,EC 219
2019-10-12 00:16:24.959,mijnomgeving,357518080168966,1570839384959,26.0,52.5063398,4.6694251,6.0,45037.0,-10.0,4.2,18.0,34.0,357518080168966.0,32.0,0.0,1570839384.0,1.0,20.03,EC 237
2019-10-12 00:17:47.745,mijnomgeving,357518080166598,1570839467745,2.0,52.5172023,5.5093435,5.0,6972308.0,28.0,4.18,13.0,0.0,357518080166598.0,16.0,0.0,1570839422.0,727.0,14.04,EC 210
2019-10-12 00:18:24.495,mijnomgeving,357518080200454,1570839504495,3.0,52.3313064,5.0624968,5.0,10511142.0,-5.0,4.11,13.0,0.0,357518080200454.0,16.0,0.0,1570839515.0,2374.0,13.95,EC Prototype 002
2019-10-12 00:18:52.836,mijnomgeving,357518080168982,1570839532836,1.0,52.2262743,5.1746711,4.0,214211.0,5.0,4.2,14.0,0.0,357518080168982.0,32.0,0.0,1570839539.0,310.0,15.53,EC 233
2019-10-12 00:19:48.477,mijnomgeving,357518080163371,1570839588477,3.0,52.3989552,4.8724672,5.0,63022.0,0.0,4.189999999999999,12.0,0.0,357518080163371.0,32.0,0.0,1570839587.0,7265.0,15.36,EC 217
2019-10-12 00:19:48.526,mijnomgeving,357518080169006,1570839588526,14.0,,,,91823.0,,4.17,14.0,,357518080169006.0,32.0,,1570839590.0,823.0,14.3,EC 213
2019-10-12 00:20:34.337,mijnomgeving,357518080168917,1570839634337,4.0,52.3406967,4.9255746,5.0,8690446.0,-16.0,4.08,13.0,225.0,357518080168917.0,16.0,0.0,1570839645.0,1137.0,13.95,EC 209
2019-10-12 00:21:34.185,mijnomgeving,357518080165368,1570839694185,8.0,52.3397504,4.910625,5.0,7650932.0,-6.0,4.06,13.0,200.0,357518080165368.0,16.0,2.0,1570839689.0,1770.0,14.04,EC 208
2019-10-12 00:22:15.066,mijnomgeving,357518080163249,1570839735066,2.0,,,,10812.0,,4.17,16.0,,357518080163249.0,32.0,,1570839731.0,789.0,14.21,EC 212
2019-10-12 00:22:22.823,mijnomgeving,357518080166481,1570839742823,3.0,52.2260912,5.1747338,5.0,131413.0,27.0,4.22,13.0,248.0,357518080166481.0,32.0,0.0,1570839746.0,364.0,15.36,EC 218
2019-10-12 00:22:49.581,mijnomgeving,357518080167000,1570839769581,2.0,52.1739945,5.0360827,6.0,54011.0,-5.0,4.13,13.0,198.0,357518080167000.0,32.0,0.0,1570839769.0,698.0,14.04,EC 228
2019-10-12 00:23:20.817,mijnomgeving,357518080166580,1570839800817,8.0,52.360514,4.8157278,4.0,79217.0,-1.0,4.14,12.0,1.0,357518080166580.0,32.0,0.0,1570839801.0,973.0,14.92,EC 224
2019-10-12 00:24:12.854,mijnomgeving,357518080203151,1570839852854,3.0,52.4209405,4.859948,5.0,8662568.0,7.0,4.15,11.0,0.0,357518080203151.0,16.0,0.0,1570839850.0,2078.0,13.86,EC Prototype 001
2019-10-12 00:24:31.312,mijnomgeving,357518080167000,1570839871312,0.0,52.1739508,5.0359371,10.0,42.0,-4.0,4.13,14.0,0.0,357518080167000.0,32.0,0.0,1570839869.0,694.0,14.04,EC 228
2019-10-12 00:25:24.143,mijnomgeving,357518080163405,1570839924143,3.0,52.3727854,4.9157728,6.0,109813.0,29.0,3.92,11.0,0.0,357518080163405.0,32.0,0.0,1570839927.0,2661.0,14.04,EC 226
2019-10-12 00:26:02.890,mijnomgeving,357518080165475,1570839962890,19.0,52.3689401,4.9084205999999995,4.0,194441.0,76.0,4.05,13.0,54.0,357518080165475.0,1.0,0.0,1570839971.0,10.0,14.92,EC 201
2019-10-12 00:26:15.408,mijnomgeving,357518080166754,1570839975408,1.0,52.3538426,4.9248286,6.0,8068525.0,3.0,4.15,13.0,253.0,357518080166754.0,16.0,1.0,1570839982.0,2006.0,14.12,EC 204
2019-10-12 00:27:29.084,mijnomgeving,357518080163173,1570840049084,17.0,52.5366899,5.697566,4.0,156627.0,27.0,4.13,13.0,3.0,357518080163173.0,32.0,0.0,1570840051.0,25.0,14.92,EC 231
2019-10-12 00:29:01.896,mijnomgeving,357518080201338,1570840141896,4.0,52.2261143,5.1749072,6.0,10329325.0,28.0,4.21,14.0,213.0,357518080201338.0,64.0,1.0,1570840137.0,35.0,15.18,EC 211
2019-10-12 00:30:11.855,mijnomgeving,357518080166960,1570840211855,13.0,52.536668,5.6972772,5.0,5423.0,3.0,4.04,14.0,0.0,357518080166960.0,32.0,0.0,1570840208.0,2.0,15.09,EC 232
2019-10-12 00:30:17.373,mijnomgeving,357518080171390,1570840217373,14.0,52.0319346,5.3036154,4.0,8699432.0,5.0,4.17,15.0,13.0,357518080171390.0,64.0,0.0,1570840230.0,510.0,13.59,EC 202
2019-10-12 00:30:29.435,mijnomgeving,357518080167778,1570840229435,9.0,52.3689173,4.90834,4.0,63067.0,16.0,3.63,23.0,202.0,357518080167778.0,1.0,0.0,1570840231.0,50000.0,15.18,EC 222
2019-10-12 00:30:40.234,mijnomgeving,357518080170889,1570840240234,24.0,52.0145882,4.2955556999999995,9.0,45035.0,-8.0,4.18,13.0,253.0,357518080170889.0,32.0,0.0,1570840238.0,1541.0,18.35,EC 236
2019-10-12 00:30:56.264,mijnomgeving,357518080330582,1570840256264,3.0,52.3731802,4.9463869,6.0,292513.0,34.0,4.09,14.0,0.0,357518080330582.0,32.0,0.0,1570840264.0,4186.0,15.45,EC 219
2019-10-12 00:31:17.782,mijnomgeving,357518080168966,1570840277782,19.0,52.5064941,4.6693901,7.0,45930.0,-10.0,4.2,18.0,5.0,357518080168966.0,32.0,0.0,1570840278.0,0.0,20.03,EC 237
2019-10-12 00:32:18.444,mijnomgeving,357518080166598,1570840338444,3.0,52.5172304,5.5095874,6.0,6973209.0,-65.0,4.18,13.0,217.0,357518080166598.0,16.0,0.0,1570840324.0,730.0,14.04,EC 210
