datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,name
2020-02-29 00:00:35.595,mijnomgeving,357518080494776,1582934435595,23.0,52.2262974,5.1745832,8.0,157541.0,-8.0,4.18,6.0,210.0,357518080494776.0,32.0,0.0,1582934437.0,133.0,8.31,EC 330
2020-02-29 00:01:16.645,mijnomgeving,357518080495534,1582934476645,1.0,52.5327225,5.5937049,4.0,69319.0,63.0,4.17,6.0,209.0,357518080495534.0,32.0,3.0,1582934473.0,1707.0,8.48,EC 307
2020-02-29 00:01:43.623,mijnomgeving,357518080165475,1582934503623,1.0,52.3720451,4.9256148,5.0,12289546.0,58.0,4.08,6.0,57.0,357518080165475.0,1.0,0.0,1582934504.0,1784.0,8.75,EC 201
2020-02-29 00:02:04.737,mijnomgeving,357518080495112,1582934524737,0.0,52.8374709,5.7139658,7.0,42.0,-5.0,4.23,7.0,40.0,357518080495112.0,32.0,0.0,1582934519.0,1592.0,8.75,EC 306
2020-02-29 00:02:08.982,mijnomgeving,357518080328131,1582934528982,11.0,52.3864457,4.916955,4.0,252928.0,32.0,3.61,7.0,202.0,357518080328131.0,32.0,1.0,1582934536.0,49.0,8.31,EC 230
2020-02-29 00:03:31.897,mijnomgeving,357518080495161,1582934611897,2.0,52.4998206,5.4529257,5.0,5544921.0,31.0,4.189999999999999,6.0,39.0,357518080495161.0,32.0,8.0,1582934630.0,756.0,8.13,EC 315
2020-02-29 00:03:31.942,mijnomgeving,357518080495203,1582934611942,1.0,52.226043,5.1748521,6.0,3627.0,52.0,4.18,7.0,234.0,357518080495203.0,32.0,0.0,1582934608.0,136.0,8.66,EC 324
2020-02-29 00:03:32.757,mijnomgeving,357518080166580,1582934612757,32.0,52.3603711,4.8152416,6.0,108942.0,17.0,4.03,7.0,0.0,357518080166580.0,32.0,0.0,1582934608.0,680.0,8.92,EC 224
2020-02-29 00:03:53.993,mijnomgeving,357518080166754,1582934633993,1.0,52.3537483,4.9248359,5.0,20163645.0,-6.0,4.14,7.0,0.0,357518080166754.0,16.0,0.0,1582934634.0,1190.0,8.83,EC 204
2020-02-29 00:04:09.871,mijnomgeving,357518080495187,1582934649871,14.0,52.6352681,5.8232517999999995,5.0,5431.0,21.0,4.21,7.0,13.0,357518080495187.0,32.0,0.0,1582934646.0,593.0,8.04,EC 304
2020-02-29 00:04:25.922,mijnomgeving,357518080494875,1582934665922,1.0,52.6578282,5.6144465,7.0,50418.0,11.0,4.189999999999999,6.0,0.0,357518080494875.0,32.0,0.0,1582934664.0,1593.0,8.39,EC 311
2020-02-29 00:04:32.917,mijnomgeving,357518080497639,1582934672917,2.0,52.6590855,5.6605169,5.0,35119.0,0.0,4.189999999999999,7.0,58.0,357518080497639.0,32.0,1.0,1582934670.0,1687.0,8.22,EC 308
2020-02-29 00:05:21.014,mijnomgeving,357518080494826,1582934721014,0.0,52.2261488,5.1746659,7.0,110718.0,23.0,4.189999999999999,8.0,235.0,357518080494826.0,32.0,0.0,1582934722.0,132.0,8.22,EC 323
2020-02-29 00:05:21.037,mijnomgeving,357518080495070,1582934721037,0.0,52.2260832,5.1748636,5.0,214218.0,24.0,4.189999999999999,8.0,227.0,357518080495070.0,32.0,0.0,1582934726.0,140.0,8.13,EC 320
2020-02-29 00:05:34.992,mijnomgeving,357518080494859,1582934734992,0.0,52.5409623,5.5888100000000005,5.0,96318.0,0.0,4.18,5.0,26.0,357518080494859.0,32.0,0.0,1582934736.0,1670.0,8.39,EC 302
2020-02-29 00:05:51.141,mijnomgeving,357518080494834,1582934751141,0.0,52.4258941,5.4208347,5.0,84617.0,4.0,4.11,5.0,8.0,357518080494834.0,32.0,0.0,1582934743.0,1212.0,8.92,EC 314
2020-02-29 00:06:08.030,mijnomgeving,357518080495047,1582934768030,1.0,52.2262512,5.1746649,4.0,69318.0,-12.0,4.17,7.0,250.0,357518080495047.0,32.0,0.0,1582934767.0,135.0,8.48,EC 322
2020-02-29 00:06:21.361,mijnomgeving,357518080163405,1582934781361,2.0,52.3730054,4.9160902,5.0,12612.0,-18.0,4.13,5.0,0.0,357518080163405.0,32.0,0.0,1582934779.0,1444.0,9.01,EC 226
2020-02-29 00:06:38.700,mijnomgeving,357518080330582,1582934798700,29.0,52.3731593,4.94605,6.0,8139.0,-5.0,4.09,8.0,0.0,357518080330582.0,32.0,0.0,1582934796.0,942.0,9.54,EC 219
2020-02-29 00:06:52.119,mijnomgeving,357518080494909,1582934812119,1.0,52.226129,5.1746883,8.0,918.0,18.0,4.17,5.0,240.0,357518080494909.0,32.0,0.0,1582934808.0,132.0,8.48,EC 329
2020-02-29 00:07:45.413,mijnomgeving,357518080164395,1582934865413,22.0,51.8982574,4.4234021,6.0,108932.0,-12.0,3.99,7.0,0.0,357518080164395.0,32.0,0.0,1582934838.0,825.0,9.63,EC 241
2020-02-29 00:07:49.039,mijnomgeving,357518080163249,1582934869039,17.0,,,,45027.0,,4.09,8.0,,357518080163249.0,32.0,,1582934867.0,399.0,8.04,EC 212
2020-02-29 00:08:00.202,mijnomgeving,357518080494818,1582934880202,1.0,52.8097869,5.7449158,4.0,65718.0,-3.0,4.17,5.0,45.0,357518080494818.0,32.0,0.0,1582934880.0,1538.0,8.83,EC 309
2020-02-29 00:08:15.071,mijnomgeving,357518080169006,1582934895071,1.0,,,,12611.0,,3.71,6.0,,357518080169006.0,32.0,,1582934892.0,735.0,8.39,EC 213
2020-02-29 00:08:38.447,mijnomgeving,357518080171390,1582934918447,28.0,52.0319716,5.3035253,7.0,20794564.0,-3.0,4.13,7.0,0.0,357518080171390.0,64.0,0.0,1582934920.0,765.0,9.19,EC 202
