datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,name
2020-02-24 00:00:15.739,mijnomgeving,357518080494859,1582502415739,0.0,90918.0,4.17,3.0,357518080494859.0,32.0,1582502416.0,1404.0,8.92,52.540989,5.5888187,4.0,-6.0,220.0,0.0,EC 302
2020-02-24 00:00:29.088,mijnomgeving,357518080494826,1582502429088,1.0,46818.0,4.17,4.0,357518080494826.0,32.0,1582502428.0,149.0,7.51,52.2261499,5.1746611,7.0,9.0,252.0,0.0,EC 323
2020-02-24 00:00:32.095,mijnomgeving,357518080494818,1582502432095,25.0,109842.0,4.16,3.0,357518080494818.0,32.0,1582502434.0,1518.0,9.89,52.8098555,5.7450672,9.0,-10.0,52.0,0.0,EC 309
2020-02-24 00:00:46.096,mijnomgeving,357518080495021,1582502446096,1.0,37818.0,4.06,2.0,357518080495021.0,32.0,1582502445.0,0.0,6.89,53.1564371,7.0214898,5.0,11.0,220.0,0.0,EC 325
2020-02-24 00:00:58.098,mijnomgeving,357518080495526,1582502458098,1.0,37818.0,4.13,1.0,357518080495526.0,32.0,1582502457.0,154.0,7.51,52.2260284,5.1750402,4.0,43.0,227.0,0.0,EC 327
2020-02-24 00:01:21.996,mijnomgeving,357518080332257,1582502481996,2.0,63912.0,4.07,4.0,357518080332257.0,32.0,1582502453.0,720.0,9.63,51.8982693,4.4233386,5.0,14.0,8.0,0.0,EC 240
2020-02-24 00:01:52.236,mijnomgeving,357518080494768,1582502512236,1.0,3618.0,4.16,5.0,357518080494768.0,32.0,1582502474.0,2090.0,9.8,52.4166376,5.2266017,9.0,-16.0,249.0,0.0,EC 305
2020-02-24 00:02:00.164,mijnomgeving,357518080495104,1582502520164,0.0,31517.0,4.09,5.0,357518080495104.0,32.0,1582502517.0,519.0,9.98,52.337568,5.5374935,4.0,-13.0,39.0,0.0,EC 312
2020-02-24 00:02:02.701,mijnomgeving,357518080165475,1582502522701,2.0,11857546.0,4.07,3.0,357518080165475.0,1.0,1582502530.0,2159.0,9.36,52.3720587,4.9255495,6.0,36.0,0.0,0.0,EC 201
2020-02-24 00:02:07.189,mijnomgeving,357518080495187,1582502527189,0.0,2718.0,4.18,5.0,357518080495187.0,32.0,1582502522.0,504.0,9.36,52.6353222,5.8234666,7.0,5.0,253.0,0.0,EC 304
2020-02-24 00:03:06.329,mijnomgeving,357518080495047,1582502586329,23.0,62141.0,4.15,4.0,357518080495047.0,32.0,1582502585.0,152.0,7.69,52.2261418,5.1747167,10.0,10.0,38.0,0.0,EC 322
2020-02-24 00:03:25.310,mijnomgeving,357518080495070,1582502605310,1.0,12618.0,4.17,4.0,357518080495070.0,32.0,1582502603.0,156.0,7.69,52.2261145,5.1748618,5.0,25.0,49.0,0.0,EC 320
2020-02-24 00:03:31.294,mijnomgeving,357518080163405,1582502611294,4.0,77413.0,4.12,3.0,357518080163405.0,32.0,1582502611.0,1755.0,9.63,52.3731164,4.9161463,5.0,22.0,0.0,0.0,EC 226
2020-02-24 00:03:44.314,mijnomgeving,357518080497423,1582502624314,0.0,124218.0,4.16,3.0,357518080497423.0,32.0,1582502626.0,1361.0,9.27,52.5230032,5.5902124,6.0,-20.0,242.0,0.0,EC 318
2020-02-24 00:03:55.347,mijnomgeving,357518080495161,1582502635347,3.0,5112921.0,4.17,4.0,357518080495161.0,32.0,1582502630.0,883.0,9.19,52.4996439,5.4532374,5.0,-21.0,56.0,0.0,EC 315
2020-02-24 00:04:15.207,mijnomgeving,357518080166754,1582502655207,5.0,19731648.0,4.14,4.0,357518080166754.0,16.0,1582502663.0,1297.0,9.8,52.3542581,4.9244267,4.0,-64.0,246.0,0.0,EC 204
