datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,pH,name
2020-04-07 00:00:03.808,mijnomgeving,357518080165475,1586217603808,1.0,52.3720613,4.925145,6.0,15572753.0,-6.0,4.15,7.0,0.0,357518080165475.0,1.0,0.0,1586217555.0,2408.0,12.01,,EC 201
2020-04-07 00:00:09.884,mijnomgeving,357518080163249,1586217609884,23.0,,,,76532.0,,4.17,6.0,,357518080163249.0,32.0,,1586217610.0,832.0,14.04,,EC 212
2020-04-07 00:00:14.860,mijnomgeving,357518080495112,1586217614860,28.0,52.8374668,5.7139371,8.0,16245.0,-12.0,4.21,8.0,198.0,357518080495112.0,32.0,0.0,1586217608.0,1940.0,12.89,,EC 306
2020-04-07 00:00:14.923,mijnomgeving,357518080497423,1586217614923,26.0,52.5230104,5.5901644,11.0,149444.0,-9.0,4.17,7.0,218.0,357518080497423.0,32.0,0.0,1586217615.0,4644.0,14.04,,EC 318
2020-04-07 00:01:00.858,mijnomgeving,357518080494776,1586217660858,1.0,52.2260255,5.1746135,4.0,30618.0,33.0,4.17,7.0,201.0,357518080494776.0,32.0,0.0,1586217658.0,237.0,14.04,,EC 330
2020-04-07 00:01:08.840,mijnomgeving,357518080494826,1586217668840,21.0,52.2261566,5.1746518,8.0,54938.0,16.0,4.18,9.0,0.0,357518080494826.0,32.0,0.0,1586217669.0,223.0,13.51,,EC 323
2020-04-07 00:01:11.820,mijnomgeving,357518080495021,1586217671820,2.0,53.1563514,7.0211853,5.0,21619.0,3.0,3.63,15.0,218.0,357518080495021.0,32.0,2.0,1586217670.0,1.0,16.59,,EC 325
2020-04-07 00:01:18.182,mijnomgeving,357518080330582,1586217678182,15.0,52.373098,4.9462826,4.0,37825.0,5.0,4.15,9.0,4.0,357518080330582.0,32.0,0.0,1586217676.0,4895.0,11.57,,EC 219
2020-04-07 00:01:29.906,mijnomgeving,357518080495161,1586217689906,33.0,52.4996217,5.4528911,7.0,8828157.0,-7.0,4.189999999999999,8.0,206.0,357518080495161.0,32.0,0.0,1586217710.0,1112.0,13.59,,EC 315
2020-04-07 00:01:40.944,mijnomgeving,357518080166887,1586217700944,5.0,52.2506536,5.0503595,4.0,14307357.0,60.0,4.13,6.0,0.0,357518080166887.0,4.0,0.0,1586217704.0,846.0,15.18,,EC 200
2020-04-07 00:01:51.585,mijnomgeving,357518080166580,1586217711585,3.0,52.360351,4.8159858,6.0,16213.0,-14.0,4.16,7.0,0.0,357518080166580.0,32.0,0.0,1586217706.0,657.0,11.3,,EC 224
2020-04-07 00:02:08.384,mijnomgeving,357518080166754,1586217728384,23.0,52.3538503,4.9248026,6.0,23446871.0,-12.0,4.18,8.0,0.0,357518080166754.0,16.0,0.0,1586217730.0,763.0,13.33,,EC 204
2020-04-07 00:02:16.941,mijnomgeving,357518080495203,1586217736941,1.0,52.22611,5.1746969,9.0,15318.0,40.0,4.17,7.0,0.0,357518080495203.0,32.0,0.0,1586217734.0,226.0,14.12,,EC 324
2020-04-07 00:02:34.985,mijnomgeving,357518080497696,1586217754985,24.0,52.5172922,5.5094418,8.0,36941.0,-20.0,4.15,8.0,0.0,357518080497696.0,32.0,0.0,1586217752.0,1385.0,12.98,,EC 319
2020-04-07 00:03:07.762,mijnomgeving,357518080328131,1586217787762,59.0,52.3866715,4.9177656,4.0,79270.0,-66.0,4.11,19.0,13.0,357518080328131.0,32.0,0.0,1586217790.0,0.0,19.5,,EC 230
2020-04-07 00:03:13.436,mijnomgeving,357518080330764,1586217793436,8.0,51.821022,4.6111038,5.0,5419.0,4.0,4.12,8.0,218.0,357518080330764.0,32.0,0.0,1586217790.0,45.0,13.24,,EC 244
2020-04-07 00:03:52.038,mijnomgeving,357518080495104,1586217832038,0.0,52.3374987,5.5374665,7.0,8118.0,0.0,4.16,8.0,9.0,357518080495104.0,32.0,0.0,1586217829.0,835.0,14.21,,EC 312
2020-04-07 00:04:35.140,mijnomgeving,357518080163173,1586217875140,0.0,52.7219149,6.8192582,5.0,42.0,0.0,4.2,10.0,40.0,357518080163173.0,32.0,0.0,1586217873.0,552.0,11.83,,EC 231
2020-04-07 00:06:02.267,mijnomgeving,357518080495153,1586217962267,26.0,52.5788955,5.7569171,7.0,37843.0,-6.0,4.189999999999999,8.0,1.0,357518080495153.0,32.0,0.0,1586217961.0,2293.0,12.62,,EC 313
2020-04-07 00:06:16.464,mijnomgeving,357518080171390,1586217976464,3.0,52.0318465,5.3035751,5.0,24077742.0,-31.0,4.189999999999999,3.0,28.0,357518080171390.0,64.0,0.0,1586217994.0,833.0,13.68,,EC 202
2020-04-07 00:06:59.286,mijnomgeving,357518080494982,1586218019286,0.0,52.2261249,5.1747043999999995,8.0,23419.0,18.0,4.18,8.0,29.0,357518080494982.0,32.0,0.0,1586218015.0,226.0,13.68,,EC 326
2020-04-07 00:08:00.728,mijnomgeving,357518080200454,1586218080728,25.0,52.3314762,5.0623701,4.0,25890391.0,12.0,4.11,4.0,25.0,357518080200454.0,16.0,0.0,1586218088.0,1300.0,11.57,,EC Prototype 002
2020-04-07 00:08:15.392,mijnomgeving,357518080495187,1586218095392,0.0,52.6352615,5.8234881,9.0,12618.0,17.0,4.22,8.0,29.0,357518080495187.0,32.0,0.0,1586218093.0,644.0,13.24,,EC 304
2020-04-07 00:08:22.856,mijnomgeving,357518080166960,1586218102856,40.0,52.713651,6.8788412,7.0,31551.0,56.0,4.22,11.0,0.0,357518080166960.0,32.0,0.0,1586218100.0,559.0,12.36,,EC 232
2020-04-07 00:09:13.869,mijnomgeving,357518080168917,1586218153869,2.0,52.3406209,4.9256239,7.0,24069610.0,26.0,4.08,7.0,20.0,357518080168917.0,16.0,0.0,1586218159.0,0.0,10.6,,EC 209
2020-04-07 00:09:16.497,mijnomgeving,357518080332265,1586218156497,4.0,52.3926229,4.9374675,4.0,57614.0,-7.0,4.06,6.0,11.0,357518080332265.0,32.0,2.0,1586218156.0,2115.0,13.51,,EC 221
2020-04-07 00:09:40.872,mijnomgeving,357518080494768,1586218180872,24.0,52.4165517,5.2266156,6.0,36941.0,-16.0,4.189999999999999,8.0,7.0,357518080494768.0,32.0,0.0,1586218179.0,2461.0,12.98,,EC 305
