datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,pH,speed,timestamp,waterEC,waterTemperature,name
2020-04-16 00:00:11.805,mijnomgeving,357518080330764,1586995211805,5.0,51.8211497,4.610872,4.0,3615.0,7.0,4.12,8.0,53.0,357518080330764.0,32.0,,1.0,1586995209.0,940.0,11.13,EC 244
2020-04-16 00:00:25.190,mijnomgeving,357518080495161,1586995225190,3.0,52.4996237,5.452938,5.0,9605730.0,-35.0,4.189999999999999,4.0,227.0,357518080495161.0,32.0,,0.0,1586995231.0,1348.0,13.68,EC 315
2020-04-16 00:00:28.585,mijnomgeving,357518080170889,1586995228585,5.0,52.0145975,4.2955056,5.0,105315.0,69.0,4.189999999999999,4.0,0.0,357518080170889.0,32.0,,0.0,1586995229.0,1225.0,13.51,EC 236
2020-04-16 00:01:08.456,mijnomgeving,357518080495153,1586995268456,23.0,52.5789225,5.7568907,6.0,120642.0,-14.0,4.2,5.0,13.0,357518080495153.0,32.0,,0.0,1586995271.0,2916.0,13.15,EC 313
2020-04-16 00:01:14.420,mijnomgeving,357518080166754,1586995274420,1.0,52.353615,4.9249593,6.0,24224451.0,8.0,4.18,6.0,0.0,357518080166754.0,16.0,,0.0,1586995284.0,1428.0,13.24,EC 204
2020-04-16 00:01:27.487,mijnomgeving,357518080166887,1586995287487,26.0,52.2512313,5.0499547,4.0,15084978.0,9.0,4.2,4.0,236.0,357518080166887.0,4.0,,0.0,1586995299.0,880.0,15.18,EC 200
2020-04-16 00:01:34.173,mijnomgeving,357518080332257,1586995294173,6.0,51.8982296,4.4230434,5.0,123316.0,-33.0,4.17,6.0,35.0,357518080332257.0,32.0,,0.0,1586995291.0,2075.0,14.21,EC 240
2020-04-16 00:02:21.417,mijnomgeving,357518080494768,1586995341417,1.0,52.4167035,5.2265712,6.0,30619.0,-11.0,4.2,6.0,241.0,357518080494768.0,32.0,,0.0,1586995312.0,2447.0,14.65,EC 305
2020-04-16 00:02:21.472,mijnomgeving,357518080494776,1586995341472,0.0,52.2260994,5.1746663,7.0,150318.0,25.0,4.18,6.0,4.0,357518080494776.0,32.0,,0.0,1586995308.0,289.0,12.27,EC 330
2020-04-16 00:02:49.209,mijnomgeving,357518080163173,1586995369209,1.0,52.7178895,6.8407871,5.0,12611.0,20.0,4.22,-2.0,0.0,357518080163173.0,32.0,,0.0,1586995362.0,344.0,14.04,EC 231
2020-04-16 00:03:35.005,mijnomgeving,357518080494875,1586995415005,1.0,52.6578034,5.6149441,8.0,111618.0,1.0,4.2,6.0,29.0,357518080494875.0,32.0,,0.0,1586995415.0,1992.0,14.04,EC 311
2020-04-16 00:03:39.969,mijnomgeving,357518080495682,1586995419969,1.0,52.5495046,5.5882134,6.0,94527.0,-16.0,4.189999999999999,3.0,19.0,357518080495682.0,32.0,,0.0,1586995421.0,3767.0,13.77,EC 316
2020-04-16 00:03:54.091,mijnomgeving,357518080495088,1586995434091,255.0,2.55e-05,2.55e-05,0.0,28841.0,0.0,4.22,22.0,0.0,357518080495088.0,32.0,19.879,0.0,1586995477.0,550.0,24.26,EC 321
2020-04-16 00:03:54.169,mijnomgeving,357518080495534,1586995434169,11.0,52.5326733,5.593103,8.0,36040.0,-7.0,4.21,4.0,6.0,357518080495534.0,32.0,,0.0,1586995428.0,3766.0,13.77,EC 307
2020-04-16 00:03:54.212,mijnomgeving,357518080495112,1586995434212,1.0,52.8373651,5.7138399,4.0,17118.0,-43.0,4.2,5.0,38.0,357518080495112.0,32.0,,0.0,1586995426.0,1835.0,13.68,EC 306
2020-04-16 00:04:10.094,mijnomgeving,357518080495104,1586995450094,15.0,52.3374706,5.5375283,10.0,20733.0,4.0,4.21,7.0,200.0,357518080495104.0,32.0,,0.0,1586995446.0,868.0,13.07,EC 312
2020-04-16 00:05:32.194,mijnomgeving,357518080495526,1586995532194,1.0,52.2261906,5.1747228,4.0,7218.0,-1.0,4.16,6.0,4.0,357518080495526.0,32.0,,0.0,1586995528.0,303.0,12.1,EC 327
2020-04-16 00:05:34.151,mijnomgeving,357518080494834,1586995534151,0.0,52.4257361,5.4207934,5.0,18018.0,-7.0,4.16,2.0,13.0,357518080494834.0,32.0,,0.0,1586995524.0,1735.0,14.04,EC 314
2020-04-16 00:05:46.398,mijnomgeving,357518080171390,1586995546398,2.0,52.0316884,5.3038033,5.0,24855343.0,-14.0,4.18,1.0,3.0,357518080171390.0,64.0,,0.0,1586995543.0,840.0,13.33,EC 202
2020-04-16 00:05:49.841,mijnomgeving,357518080328131,1586995549841,2.0,52.39171,4.9361401,6.0,9912.0,-15.0,4.13,5.0,0.0,357518080328131.0,32.0,,0.0,1586995546.0,3450.0,13.95,EC 230
2020-04-16 00:06:12.439,mijnomgeving,357518080200454,1586995572439,12.0,52.3306322,5.0632502,4.0,26667919.0,-24.0,4.13,5.0,254.0,357518080200454.0,16.0,,0.0,1586995590.0,1301.0,12.71,EC Prototype 002
2020-04-16 00:06:25.262,mijnomgeving,357518080164395,1586995585262,14.0,51.8982075,4.4234167,4.0,12624.0,14.0,4.189999999999999,7.0,0.0,357518080164395.0,32.0,,0.0,1586995575.0,4037.0,14.48,EC 241
2020-04-16 00:06:59.329,mijnomgeving,357518080495047,1586995619329,0.0,52.2261447,5.1746964,5.0,50417.0,20.0,4.17,7.0,14.0,357518080495047.0,32.0,,0.0,1586995616.0,273.0,12.27,EC 322
2020-04-16 00:07:13.367,mijnomgeving,357518080166663,1586995633367,2.0,51.8982382,4.4231507,6.0,8112.0,-3.0,4.189999999999999,7.0,50.0,357518080166663.0,32.0,,0.0,1586995622.0,845.0,14.21,EC 243
2020-04-16 00:07:39.403,mijnomgeving,357518080494909,1586995659403,18.0,52.2261274,5.174692,6.0,297035.0,35.0,4.18,5.0,58.0,357518080494909.0,32.0,,0.0,1586995650.0,251.0,12.1,EC 329
