datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,name
2020-02-23 00:00:11.444,mijnomgeving,357518080494826,1582416011444,24.0,3642.0,4.18,8.0,357518080494826.0,32.0,1582416007.0,168.0,9.89,52.2261236,5.1746486,10.0,23.0,47.0,0.0,EC 323
2020-02-23 00:00:20.202,mijnomgeving,357518080494818,1582416020202,7.0,23424.0,4.15,6.0,357518080494818.0,32.0,1582416016.0,1646.0,9.72,52.8105807,5.7464806,5.0,40.0,44.0,0.0,EC 309
2020-02-23 00:00:20.223,mijnomgeving,357518080494859,1582416020223,0.0,4518.0,4.17,6.0,357518080494859.0,32.0,1582416016.0,1888.0,9.72,52.5409846,5.5887926,9.0,-9.0,220.0,0.0,EC 302
2020-02-23 00:00:41.627,mijnomgeving,357518080495187,1582416041627,0.0,27018.0,4.18,8.0,357518080495187.0,32.0,1582416040.0,632.0,9.36,52.6352563,5.8234829999999995,5.0,3.0,17.0,0.0,EC 304
2020-02-23 00:01:44.024,mijnomgeving,357518080330582,1582416104024,5.0,22515.0,4.08,8.0,357518080330582.0,32.0,1582416102.0,2008.0,9.89,52.3729464,4.9459935999999995,5.0,-13.0,14.0,0.0,EC 219
2020-02-23 00:02:04.737,mijnomgeving,357518080495047,1582416124737,3.0,51321.0,4.16,7.0,357518080495047.0,32.0,1582416122.0,171.0,10.16,52.226087,5.1748456,4.0,39.0,0.0,0.0,EC 322
2020-02-23 00:02:05.689,mijnomgeving,357518080330764,1582416125689,255.0,32531.0,3.99,19.0,357518080330764.0,32.0,1582416124.0,1.0,18.35,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,EC 244
2020-02-23 00:02:18.507,mijnomgeving,357518080163405,1582416138507,17.0,15327.0,4.12,6.0,357518080163405.0,32.0,1582416135.0,1975.0,9.63,52.3728701,4.9166844,4.0,44.0,0.0,0.0,EC 226
2020-02-23 00:02:36.660,mijnomgeving,357518080165475,1582416156660,31.0,11771175.0,4.07,7.0,357518080165475.0,1.0,1582416159.0,2132.0,9.36,52.3720748,4.9252329,10.0,2.0,221.0,0.0,EC 201
2020-02-23 00:02:47.803,mijnomgeving,357518080495070,1582416167803,1.0,16219.0,4.17,8.0,357518080495070.0,32.0,1582416164.0,178.0,9.89,52.2261758,5.1746365,9.0,6.0,13.0,0.0,EC 320
