datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,pH,name
2020-08-16 00:00:35.450,mijnomgeving,357518080168917,1597536035450,32.0,35388046.0,4.0,18.0,357518080168917.0,16.0,1597536049.0,1761.0,25.67,52.3407105,4.9256008,9.0,1.0,0.0,0.0,,EC 209
2020-08-16 00:01:04.927,mijnomgeving,357518080495104,1597536064927,6.0,46822.0,4.22,19.0,357518080495104.0,32.0,1597536063.0,628.0,20.38,52.3376148,5.5372829,5.0,49.0,0.0,0.0,,EC 312
2020-08-16 00:01:19.998,mijnomgeving,357518080495153,1597536079998,21.0,18939.0,4.189999999999999,22.0,357518080495153.0,32.0,1597536077.0,2700.0,24.17,52.5787752,5.7570608,5.0,33.0,219.0,0.0,,EC 313
2020-08-16 00:01:38.005,mijnomgeving,357518080494909,1597536098005,255.0,62308.0,3.84,25.0,357518080494909.0,32.0,1597536098.0,0.0,0.0,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 329
2020-08-16 00:02:28.459,mijnomgeving,357518080165368,1597536148459,26.0,34348550.0,4.15,21.0,357518080165368.0,16.0,1597536163.0,121.0,26.02,52.3397412,4.9107643,6.0,-6.0,0.0,0.0,,EC 208
2020-08-16 00:02:46.424,mijnomgeving,357518080495526,1597536166424,0.0,927023.0,4.16,16.0,357518080495526.0,32.0,1597536173.0,379.0,22.32,59.848958,18.1185522,7.0,22.0,47.0,0.0,,EC 327
2020-08-16 00:02:47.554,mijnomgeving,357518080163405,1597536167554,7.0,223217.0,4.16,21.0,357518080163405.0,32.0,1597536171.0,260.0,24.44,52.373112,4.9159133,4.0,53.0,52.0,0.0,,EC 226
2020-08-16 00:03:06.431,mijnomgeving,357518080497696,1597536186431,3.0,126020.0,4.189999999999999,19.0,357518080497696.0,32.0,1597536189.0,494.0,23.2,52.5172382,5.509639,4.0,-29.0,248.0,0.0,,EC 319
2020-08-16 00:03:40.442,mijnomgeving,357518080328131,1597536220442,8.0,247528.0,4.11,20.0,357518080328131.0,32.0,1597536225.0,5747.0,25.23,52.3917422,4.9359985,4.0,-15.0,50.0,0.0,,EC 230
2020-08-16 00:03:46.216,mijnomgeving,357518080165475,1597536226216,9.0,26892035.0,4.04,22.0,357518080165475.0,1.0,1597536239.0,1.0,24.35,52.3720037,4.9248012,4.0,-12.0,6.0,0.0,,EC 201
