datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,pH,name
2020-08-17 00:00:00.713,mijnomgeving,357518080494834,1597622400713,0.0,71118.0,4.13,17.0,357518080494834.0,32.0,1597622389.0,1667.0,23.11,52.4257767,5.4208281,7.0,11.0,2.0,0.0,,EC 314
2020-08-17 00:00:43.118,mijnomgeving,357518080168917,1597622443118,23.0,35474437.0,3.99,17.0,357518080168917.0,16.0,1597622440.0,976.0,25.67,52.340692,4.9257884999999995,6.0,-15.0,0.0,0.0,,EC 209
2020-08-17 00:01:21.810,mijnomgeving,357518080495120,1597622481810,4.0,46.0,4.18,18.0,357518080495120.0,32.0,1597622478.0,926.0,20.12,52.3338404,5.3127396000000005,4.0,-21.0,53.0,0.0,,EC 303
2020-08-17 00:01:36.070,mijnomgeving,357518080163405,1597622496070,2.0,2713.0,4.15,17.0,357518080163405.0,32.0,1597622493.0,103.0,24.61,52.3729525,4.91582,7.0,-22.0,244.0,0.0,,EC 226
2020-08-17 00:01:58.834,mijnomgeving,357518080494776,1597622518834,14.0,13531.0,4.17,16.0,357518080494776.0,32.0,1597622510.0,299.0,16.77,52.388255,5.5646118,4.0,-8.0,245.0,0.0,,EC 330
2020-08-17 00:02:17.956,mijnomgeving,357518080494909,1597622537956,255.0,83907.0,3.8200000000000003,25.0,357518080494909.0,32.0,1597622540.0,0.0,0.0,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 329
2020-08-17 00:02:18.715,mijnomgeving,357518080494826,1597622538715,0.0,9919.0,4.18,14.0,357518080494826.0,32.0,1597622536.0,215.0,22.06,60.0246513,17.8154253,4.0,31.0,42.0,0.0,,EC 323
2020-08-17 00:02:32.973,mijnomgeving,357518080495104,1597622552973,4.0,5420.0,4.189999999999999,16.0,357518080495104.0,32.0,1597622548.0,619.0,20.03,52.3373988,5.5384291999999995,5.0,121.0,201.0,2.0,,EC 312
2020-08-17 00:02:37.070,mijnomgeving,357518080165368,1597622557070,14.0,34434966.0,4.15,18.0,357518080165368.0,16.0,1597622553.0,123.0,25.94,52.3397455,4.9110385,4.0,20.0,0.0,0.0,,EC 208
2020-08-17 00:02:48.195,mijnomgeving,357518080495526,1597622568195,7.0,1013430.0,4.16,12.0,357518080495526.0,32.0,1597622580.0,277.0,21.35,59.8490946,18.1186655,4.0,-22.0,47.0,0.0,,EC 327
2020-08-17 00:03:40.226,mijnomgeving,357518080165475,1597622620226,18.0,26978434.0,4.04,18.0,357518080165475.0,1.0,1597622638.0,54.0,22.85,52.3721208,4.9248953,5.0,-9.0,0.0,0.0,,EC 201
2020-08-17 00:03:54.962,mijnomgeving,357518080203151,1597622634962,5.0,1699253.0,4.21,18.0,357518080203151.0,32.0,1597622633.0,0.0,0.0,52.420854,4.8600115,4.0,-13.0,207.0,0.0,,EC Prototype 001
2020-08-17 00:04:28.158,mijnomgeving,357518080497696,1597622668158,1.0,49519.0,4.189999999999999,16.0,357518080497696.0,32.0,1597622665.0,419.0,22.32,52.5172276,5.5094787,5.0,0.0,233.0,0.0,,EC 319
2020-08-17 00:05:59.287,mijnomgeving,357518080494818,1597622759287,0.0,9017.0,4.18,17.0,357518080494818.0,32.0,1597622755.0,1456.0,23.64,52.8092317,5.7451813,5.0,-12.0,248.0,0.0,,EC 309
2020-08-17 00:06:40.502,mijnomgeving,357518080166580,1597622800502,20.0,133230.0,4.13,19.0,357518080166580.0,32.0,1597622804.0,890.0,26.02,52.360368,4.8153896,5.0,7.0,22.0,0.0,,EC 224
2020-08-17 00:07:23.459,mijnomgeving,357518080495534,1597622843459,0.0,18018.0,4.2,17.0,357518080495534.0,32.0,1597622840.0,1847.0,22.76,52.5326991,5.5931441,5.0,-8.0,43.0,0.0,,EC 307
2020-08-17 00:07:36.077,mijnomgeving,357518080164395,1597622856077,3.0,48613.0,4.189999999999999,17.0,357518080164395.0,32.0,1597622852.0,128.0,25.23,51.8982768,4.4228738,6.0,-19.0,39.0,0.0,,EC 241
2020-08-17 00:08:34.051,mijnomgeving,357518080170889,1597622914051,13.0,18993.0,4.15,16.0,357518080170889.0,32.0,1597622912.0,0.0,0.0,52.0146327,4.2956683,4.0,15.0,216.0,0.0,,EC 236
2020-08-17 00:09:36.644,mijnomgeving,357518080495112,1597622976644,1.0,58518.0,4.21,17.0,357518080495112.0,32.0,1597622976.0,1636.0,23.82,52.8373907,5.7147669,5.0,20.0,206.0,0.0,,EC 306
2020-08-17 00:09:51.682,mijnomgeving,357518080497639,1597622991682,18.0,19836.0,4.18,17.0,357518080497639.0,32.0,1597622987.0,2329.0,24.7,52.6592428,5.6607083,4.0,4.0,250.0,0.0,,EC 308
2020-08-17 00:09:51.734,mijnomgeving,357518080497423,1597622991734,1.0,29718.0,4.18,16.0,357518080497423.0,32.0,1597622986.0,2430.0,22.5,52.5230356,5.5901591,7.0,-17.0,218.0,0.0,,EC 318
2020-08-17 00:10:13.203,mijnomgeving,357518080332257,1597623013203,2.0,109812.0,4.14,17.0,357518080332257.0,32.0,1597623009.0,682.0,25.05,51.8983058,4.4232543,4.0,12.0,0.0,0.0,,EC 240
2020-08-17 00:10:58.253,mijnomgeving,357518080497662,1597623058253,1.0,1116045.0,4.25,15.0,357518080497662.0,32.0,1597623065.0,485.0,22.06,59.7643458,17.57332,6.0,8.0,4.0,0.0,,EC 328
