datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,pH,name
2020-08-24 00:01:09.605,mijnomgeving,357518080495120,1598227269605,17.0,99034.0,4.189999999999999,14.0,357518080495120.0,32.0,1598227271.0,1112.0,17.91,52.3337812,5.312629,9.0,-5.0,209.0,0.0,,EC 303
2020-08-24 00:01:37.578,mijnomgeving,357518080495161,1598227297578,15.0,308724.0,4.189999999999999,15.0,357518080495161.0,32.0,1598227308.0,616.0,19.15,52.4997211,5.4527353,4.0,-10.0,210.0,2.0,,EC 315
2020-08-24 00:01:38.757,mijnomgeving,357518080497662,1598227298757,1.0,122418.0,4.23,14.0,357518080497662.0,32.0,1598227302.0,470.0,20.21,59.7643081,17.5733933,6.0,3.0,199.0,0.0,,EC 328
2020-08-24 00:01:42.036,mijnomgeving,357518080165368,1598227302036,7.0,35039723.0,4.14,15.0,357518080165368.0,16.0,1598227284.0,149.0,22.59,52.3398763,4.9107731999999995,5.0,-15.0,0.0,0.0,,EC 208
2020-08-24 00:02:01.363,mijnomgeving,357518080494982,1598227321363,255.0,339437.0,4.09,22.0,357518080494982.0,32.0,1598227337.0,713.0,21.0,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 326
2020-08-24 00:02:04.707,mijnomgeving,357518080330764,1598227324707,255.0,42430.0,3.92,22.0,357518080330764.0,32.0,1598227319.0,1878.0,21.09,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 244
2020-08-24 00:02:11.722,mijnomgeving,357518080495112,1598227331722,0.0,62117.0,4.2,14.0,357518080495112.0,32.0,1598227330.0,1482.0,20.56,52.8374694,5.7138576,6.0,-14.0,224.0,0.0,,EC 306
2020-08-24 00:02:43.391,mijnomgeving,357518080495526,1598227363391,6.0,1618267.0,4.18,12.0,357518080495526.0,32.0,1598227365.0,384.0,19.77,59.8487704,18.1184835,5.0,-27.0,207.0,0.0,,EC 327
2020-08-24 00:02:43.740,mijnomgeving,357518080494834,1598227363740,13.0,25231.0,4.16,14.0,357518080494834.0,32.0,1598227359.0,1651.0,20.47,52.4257587,5.420766,7.0,16.0,36.0,0.0,,EC 314
2020-08-24 00:02:44.287,mijnomgeving,357518080166580,1598227364287,4.0,135914.0,4.17,16.0,357518080166580.0,32.0,1598227368.0,856.0,22.06,52.3605633,4.8165309,5.0,-79.0,0.0,0.0,,EC 224
2020-08-24 00:02:51.732,mijnomgeving,357518080497639,1598227371732,1.0,6319.0,4.16,16.0,357518080497639.0,32.0,1598227369.0,2106.0,20.56,52.659209,5.6608541,7.0,-12.0,240.0,0.0,,EC 308
2020-08-24 00:02:54.716,mijnomgeving,357518080494875,1598227374716,6.0,42324.0,4.189999999999999,18.0,357518080494875.0,32.0,1598227373.0,1695.0,20.56,52.6582433,5.6144795,6.0,-104.0,2.0,0.0,,EC 311
2020-08-24 00:02:59.625,mijnomgeving,357518080328131,1598227379625,11.0,39622.0,4.12,15.0,357518080328131.0,32.0,1598227379.0,3729.0,21.35,52.3916417,4.9359636,4.0,6.0,0.0,0.0,,EC 230
2020-08-24 00:03:14.138,mijnomgeving,357518080203151,1598227394138,4.0,2304053.0,4.21,16.0,357518080203151.0,32.0,1598227407.0,0.0,0.0,52.4208143,4.8601243,4.0,-20.0,204.0,0.0,,EC Prototype 001
2020-08-24 00:03:45.786,mijnomgeving,357518080497696,1598227425786,0.0,32418.0,4.18,15.0,357518080497696.0,32.0,1598227424.0,658.0,19.24,52.5172674,5.50947,7.0,-2.0,29.0,0.0,,EC 319
2020-08-24 00:04:50.873,mijnomgeving,357518080165475,1598227490873,255.0,27583339.0,4.03,24.0,357518080165475.0,1.0,1598227491.0,0.0,24.88,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 201
2020-08-24 00:05:08.935,mijnomgeving,357518080494859,1598227508935,1.0,25219.0,4.16,15.0,357518080494859.0,32.0,1598227507.0,2935.0,19.32,52.5408124,5.5889267,5.0,19.0,51.0,0.0,,EC 302
2020-08-24 00:05:20.940,mijnomgeving,357518080495195,1598227520940,0.0,21618.0,4.23,15.0,357518080495195.0,32.0,1598227518.0,1803.0,19.94,52.3011547,5.3603714,9.0,-8.0,35.0,0.0,,EC 301
2020-08-24 00:05:27.952,mijnomgeving,357518080494909,1598227527952,255.0,151407.0,3.6,24.0,357518080494909.0,32.0,1598227533.0,0.0,0.0,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 329
2020-08-24 00:06:13.469,mijnomgeving,357518080495070,1598227573469,6.0,34241.0,3.63,22.0,357518080495070.0,32.0,1598227570.0,688.0,20.56,55.7165231,13.22442,4.0,109.0,0.0,0.0,,EC 320
2020-08-24 00:06:13.493,mijnomgeving,357518080495070,1598227573493,6.0,34241.0,3.63,22.0,357518080495070.0,32.0,1598227570.0,688.0,20.56,55.7165231,13.22442,4.0,109.0,0.0,0.0,,EC 320
2020-08-24 00:06:18.997,mijnomgeving,357518080167000,1598227578997,24.0,6334.0,4.12,15.0,357518080167000.0,32.0,1598227577.0,764.0,22.41,52.1738934,5.035849,5.0,-1.0,0.0,0.0,,EC 228
2020-08-24 00:07:08.117,mijnomgeving,357518080495104,1598227628117,5.0,47723.0,4.189999999999999,15.0,357518080495104.0,32.0,1598227626.0,755.0,17.38,52.3373087,5.5375094,4.0,2.0,8.0,0.0,,EC 312
2020-08-24 00:07:08.538,mijnomgeving,357518080163405,1598227628538,3.0,14413.0,4.11,14.0,357518080163405.0,32.0,1598227626.0,90.0,23.29,52.3727869,4.9164127,6.0,-14.0,0.0,0.0,,EC 226
2020-08-24 00:07:34.390,mijnomgeving,357518080166887,1598227654390,9.0,26317819.0,4.18,14.0,357518080166887.0,4.0,1598227672.0,727.0,20.47,52.2510148,5.0502014,5.0,25.0,0.0,0.0,,EC 200
2020-08-24 00:07:36.202,mijnomgeving,357518080495021,1598227656202,4.0,8121.0,4.13,22.0,357518080495021.0,32.0,1598227650.0,0.0,21.88,53.1566859,7.021058,4.0,21.0,228.0,2.0,,EC 325
2020-08-24 00:07:48.293,mijnomgeving,357518080332257,1598227668293,32.0,54042.0,4.17,14.0,357518080332257.0,32.0,1598227667.0,832.0,22.94,51.8981173,4.4233189,10.0,-12.0,0.0,0.0,,EC 240
2020-08-24 00:07:55.616,mijnomgeving,357518080166663,1598227675616,4.0,22514.0,4.2,14.0,357518080166663.0,32.0,1598227673.0,30.0,22.85,51.8982471,4.4232843,5.0,16.0,0.0,0.0,,EC 243
2020-08-24 00:08:55.432,mijnomgeving,357518080495088,1598227735432,255.0,58523.0,4.07,24.0,357518080495088.0,32.0,1598227952.0,1.0,24.53,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,8.327,EC 321
2020-08-24 00:09:31.883,mijnomgeving,357518080330582,1598227771883,11.0,1848.0,3.81,17.0,357518080330582.0,32.0,1598227769.0,52.0,23.2,52.3733232,4.9460063,6.0,-4.0,203.0,0.0,,EC 219
2020-08-24 00:10:14.345,mijnomgeving,357518080494768,1598227814345,0.0,147618.0,4.2,16.0,357518080494768.0,32.0,1598227809.0,1919.0,22.15,52.4167251,5.2264203,4.0,-11.0,199.0,0.0,,EC 305
2020-08-24 00:10:40.360,mijnomgeving,357518080497423,1598227840360,21.0,40538.0,4.18,15.0,357518080497423.0,32.0,1598227838.0,3082.0,19.15,52.5230261,5.5902294999999995,11.0,-9.0,0.0,0.0,,EC 318
2020-08-24 00:11:28.560,mijnomgeving,357518080494776,1598227888560,19.0,39636.0,4.17,14.0,357518080494776.0,32.0,1598227868.0,301.0,15.45,52.3882497,5.5645502,10.0,-1.0,0.0,0.0,,EC 330
2020-08-24 00:11:40.794,mijnomgeving,357518080494826,1598227900794,7.0,99924.0,4.17,14.0,357518080494826.0,32.0,1598227903.0,220.0,19.68,60.0245951,17.8157187,5.0,-59.0,223.0,0.0,,EC 323
2020-08-24 00:12:09.094,mijnomgeving,357518080332265,1598227929094,34.0,88244.0,4.13,16.0,357518080332265.0,32.0,1598227926.0,6233.0,21.97,52.3920978,4.9373928,7.0,-10.0,231.0,0.0,,EC 221
2020-08-24 00:12:09.538,mijnomgeving,357518080495534,1598227929538,24.0,20741.0,4.189999999999999,16.0,357518080495534.0,32.0,1598227927.0,2357.0,18.35,52.5326589,5.5930878,11.0,0.0,3.0,0.0,,EC 307
2020-08-24 00:12:26.050,mijnomgeving,357518080200454,1598227946050,1.0,37900864.0,4.03,14.0,357518080200454.0,16.0,1598227962.0,0.0,0.0,52.3312687,5.0623875,5.0,0.0,0.0,0.0,,EC Prototype 002
2020-08-24 00:12:41.625,mijnomgeving,357518080495187,1598227961625,0.0,135019.0,4.22,16.0,357518080495187.0,32.0,1598227966.0,683.0,19.68,52.6351525,5.8233018,4.0,-4.0,44.0,4.0,,EC 304
2020-08-24 00:13:00.664,mijnomgeving,357518080171390,1598227980664,3.0,36088267.0,4.18,15.0,357518080171390.0,64.0,1598227999.0,432.0,18.09,52.0319278,5.3036173,7.0,-12.0,214.0,0.0,,EC 202
2020-08-24 00:13:16.665,mijnomgeving,357518080494818,1598227996665,1.0,54918.0,4.189999999999999,15.0,357518080494818.0,32.0,1598227996.0,1486.0,20.91,52.809119,5.7453941,4.0,34.0,252.0,0.0,,EC 309
2020-08-24 00:14:03.714,mijnomgeving,357518080495153,1598228043714,24.0,16241.0,4.189999999999999,16.0,357518080495153.0,32.0,1598228041.0,2100.0,20.21,52.5789143,5.7568552,6.0,-4.0,1.0,0.0,,EC 313
2020-08-24 00:14:05.820,mijnomgeving,357518080164395,1598228045820,5.0,28815.0,4.189999999999999,14.0,357518080164395.0,32.0,1598228028.0,127.0,23.11,51.8982884,4.4233008,5.0,-7.0,0.0,0.0,,EC 241
2020-08-24 00:14:29.112,mijnomgeving,357518080168917,1598228069112,10.0,36080116.0,3.94,14.0,357518080168917.0,16.0,1598228067.0,1287.0,22.94,52.3407351,4.925653,7.0,10.0,0.0,0.0,,EC 209
2020-08-24 00:14:51.266,mijnomgeving,357518080163249,1598228091266,36.0,8145.0,4.18,15.0,357518080163249.0,32.0,1598228047.0,739.0,19.41,,,,,,,,EC 212
2020-08-24 00:14:57.069,mijnomgeving,357518080170889,1598228097069,1.0,34272.0,4.13,14.0,357518080170889.0,32.0,1598228096.0,0.0,0.0,52.0145585,4.2955976,6.0,-8.0,0.0,0.0,,EC 236
2020-08-24 00:15:56.043,mijnomgeving,357518080495120,1598228156043,0.0,99918.0,4.189999999999999,14.0,357518080495120.0,32.0,1598228155.0,1113.0,17.91,52.3337722,5.312613,9.0,-4.0,2.0,0.0,,EC 303
