datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,pH,name
2020-08-19 00:00:04.238,mijnomgeving,357518080495112,1597795204238,1.0,47718.0,4.21,14.0,357518080495112.0,32.0,1597795203.0,1545.0,22.23,52.8375664,5.7139164000000005,6.0,-9.0,233.0,0.0,,EC 306
2020-08-19 00:00:29.101,mijnomgeving,357518080168917,1597795229101,9.0,35647249.0,3.95,16.0,357518080168917.0,16.0,1597795226.0,1774.0,24.61,52.3406462,4.9256959,5.0,-5.0,0.0,0.0,,EC 209
2020-08-19 00:00:31.152,mijnomgeving,357518080166663,1597795231152,5.0,45916.0,4.2,17.0,357518080166663.0,32.0,1597795228.0,25.0,24.35,51.8980902,4.4233344,5.0,7.0,203.0,0.0,,EC 243
2020-08-19 00:00:37.742,mijnomgeving,357518080495070,1597795237742,90.0,66704.0,3.62,24.0,357518080495070.0,32.0,1597795238.0,0.0,22.67,55.7163803,13.224193,5.0,108.0,41.0,0.0,,EC 320
2020-08-19 00:00:37.903,mijnomgeving,357518080495070,1597795237903,90.0,66704.0,3.62,24.0,357518080495070.0,32.0,1597795238.0,0.0,22.67,55.7163803,13.224193,5.0,108.0,41.0,0.0,,EC 320
2020-08-19 00:02:07.766,mijnomgeving,357518080330582,1597795327766,36.0,39661.0,3.87,19.0,357518080330582.0,32.0,1597795326.0,73.0,24.61,52.3732328,4.9461031,5.0,-11.0,0.0,0.0,,EC 219
2020-08-19 00:02:38.542,mijnomgeving,357518080494909,1597795358542,255.0,107248.0,3.79,24.0,357518080494909.0,32.0,1597795360.0,0.0,24.61,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 329
2020-08-19 00:02:58.246,mijnomgeving,357518080163249,1597795378246,2.0,30611.0,4.18,14.0,357518080163249.0,32.0,1597795376.0,758.0,20.65,,,,,,,,EC 212
2020-08-19 00:03:09.412,mijnomgeving,357518080495526,1597795389412,16.0,1186263.0,4.17,13.0,357518080495526.0,32.0,1597795387.0,386.0,21.7,59.8489019,18.1185029,6.0,27.0,9.0,0.0,,EC 327
2020-08-19 00:03:17.053,mijnomgeving,357518080165475,1597795397053,3.0,27151220.0,4.03,16.0,357518080165475.0,1.0,1597795398.0,10.0,20.73,52.3721872,4.925085,6.0,-12.0,252.0,0.0,,EC 201
2020-08-19 00:03:38.222,mijnomgeving,357518080495161,1597795418222,3.0,31512.0,4.18,13.0,357518080495161.0,32.0,1597795415.0,574.0,20.73,52.499619,5.4528488,5.0,-6.0,217.0,1.0,,EC 315
2020-08-19 00:03:46.221,mijnomgeving,357518080494776,1597795426221,1.0,14418.0,4.16,9.0,357518080494776.0,32.0,1597795423.0,297.0,14.92,52.3883009,5.564529,8.0,9.0,20.0,0.0,,EC 330
2020-08-19 00:03:53.107,mijnomgeving,357518080170889,1597795433107,1.0,49576.0,4.08,15.0,357518080170889.0,32.0,1597795432.0,0.0,0.0,52.0145182,4.2954945,5.0,-17.0,0.0,0.0,,EC 236
2020-08-19 00:04:16.836,mijnomgeving,357518080497696,1597795456836,1.0,222319.0,4.18,12.0,357518080497696.0,32.0,1597795465.0,448.0,20.56,52.517273,5.509481,5.0,18.0,46.0,0.0,,EC 319
2020-08-19 00:04:32.871,mijnomgeving,357518080495195,1597795472871,1.0,44118.0,4.22,13.0,357518080495195.0,32.0,1597794714.0,1818.0,21.09,52.3011703,5.3604862,6.0,-7.0,244.0,0.0,,EC 301
2020-08-19 00:04:55.898,mijnomgeving,357518080495104,1597795495898,1.0,59418.0,4.21,14.0,357518080495104.0,32.0,1597795496.0,550.0,18.8,52.337339,5.5374421,7.0,-11.0,11.0,0.0,,EC 312
2020-08-19 00:05:33.943,mijnomgeving,357518080494834,1597795533943,6.0,31523.0,4.16,12.0,357518080494834.0,32.0,1597795516.0,2128.0,21.26,52.4257704,5.4207555,5.0,-6.0,206.0,1.0,,EC 314
2020-08-19 00:05:57.277,mijnomgeving,357518080203151,1597795557277,5.0,1871154.0,4.21,18.0,357518080203151.0,32.0,1597794534.0,0.0,0.0,52.4206592,4.8601824,7.0,23.0,251.0,0.0,,EC Prototype 001
2020-08-19 00:06:01.839,mijnomgeving,357518080203151,1597795561839,2.0,1872050.0,4.21,18.0,357518080203151.0,32.0,1597795430.0,0.0,0.0,52.4207832,4.8601132,6.0,18.0,8.0,2.0,,EC Prototype 001
2020-08-19 00:06:09.015,mijnomgeving,357518080494875,1597795569015,13.0,11731.0,4.189999999999999,19.0,357518080494875.0,32.0,1597795566.0,1916.0,22.67,52.6573031,5.6138851,4.0,60.0,45.0,1.0,,EC 311
2020-08-19 00:06:21.407,mijnomgeving,357518080494826,1597795581407,0.0,63918.0,4.18,16.0,357518080494826.0,32.0,1597795582.0,209.0,21.88,60.0246814,17.815493,5.0,32.0,36.0,0.0,,EC 323
2020-08-19 00:07:38.139,mijnomgeving,357518080330764,1597795658139,255.0,33430.0,4.0,22.0,357518080330764.0,32.0,1597795652.0,1875.0,21.53,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 244
2020-08-19 00:07:59.827,mijnomgeving,357518080166887,1597795679827,13.0,25885824.0,4.17,13.0,357518080166887.0,4.0,1597795677.0,699.0,21.44,52.2508599,5.0504311,7.0,34.0,248.0,0.0,,EC 200
2020-08-19 00:08:41.901,mijnomgeving,357518080495534,1597795721901,2.0,11719.0,4.21,13.0,357518080495534.0,32.0,1597795718.0,1890.0,20.65,52.5327468,5.5930710999999995,4.0,-22.0,52.0,0.0,,EC 307
2020-08-19 00:09:36.992,mijnomgeving,357518080494818,1597795776992,0.0,35119.0,4.18,14.0,357518080494818.0,32.0,1597795775.0,1564.0,22.06,52.8090354,5.7453525,6.0,0.0,215.0,0.0,,EC 309
2020-08-19 00:09:50.675,mijnomgeving,357518080164395,1597795790675,4.0,138614.0,4.189999999999999,16.0,357518080164395.0,32.0,1597795781.0,128.0,24.61,51.8984447,4.4239054,5.0,-14.0,50.0,0.0,,EC 241
2020-08-19 00:10:01.728,mijnomgeving,357518080328131,1597795801728,31.0,29741.0,4.12,16.0,357518080328131.0,32.0,1597795799.0,3688.0,22.67,52.3916761,4.9363981,4.0,1.0,0.0,0.0,,EC 230
2020-08-19 00:10:19.689,mijnomgeving,357518080163405,1597795819689,2.0,31512.0,4.13,16.0,357518080163405.0,32.0,1597795818.0,90.0,24.0,52.3728996,4.9157988,4.0,-40.0,226.0,0.0,,EC 226
2020-08-19 00:10:30.714,mijnomgeving,357518080332257,1597795830714,24.0,17133.0,4.16,16.0,357518080332257.0,32.0,1597795806.0,739.0,24.44,51.8982067,4.4232843,7.0,3.0,33.0,0.0,,EC 240
