datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,pH,name
2020-05-16 00:00:25.807,mijnomgeving,357518080163173,1589587225807,31.0,52.7180884,6.8408314,6.0,153041.0,-40.0,4.23,4.0,0.0,357518080163173.0,32.0,0.0,1589587228.0,410.0,14.12,,EC 231
2020-05-16 00:00:28.916,mijnomgeving,357518080495534,1589587228916,1.0,52.5327077,5.593083,7.0,34227.0,-9.0,4.16,8.0,12.0,357518080495534.0,32.0,0.0,1589587226.0,3708.0,15.27,,EC 307
2020-05-16 00:00:50.021,mijnomgeving,357518080497662,1589587250021,255.0,2.55e-05,2.55e-05,0.0,43347.0,0.0,3.87,23.0,0.0,357518080497662.0,32.0,0.0,1589587249.0,0.0,21.88,,EC 328
2020-05-16 00:01:24.297,mijnomgeving,357518080167000,1589587284297,16.0,52.1739109,5.0359829,4.0,17126.0,-9.0,4.14,6.0,0.0,357518080167000.0,32.0,0.0,1589587282.0,638.0,15.8,,EC 228
2020-05-16 00:01:31.424,mijnomgeving,357518080495203,1589587291424,0.0,0.0,0.0,0.0,295567.0,0.0,4.03,23.0,0.0,357518080495203.0,1.0,0.0,946980367.0,0.0,21.53,,EC 324
2020-05-16 00:03:05.366,mijnomgeving,357518080497423,1589587385366,1.0,52.5229137,5.590263,5.0,25227.0,1.0,4.17,6.0,0.0,357518080497423.0,32.0,0.0,1589587381.0,3754.0,14.48,,EC 318
2020-05-16 00:03:31.355,mijnomgeving,357518080495203,1589587411355,0.0,0.0,0.0,0.0,295687.0,0.0,4.04,23.0,0.0,357518080495203.0,1.0,0.0,946980487.0,0.0,21.53,,EC 324
2020-05-16 00:03:32.673,mijnomgeving,357518080163405,1589587412673,6.0,52.3725877,4.916086,5.0,54016.0,49.0,4.23,8.0,226.0,357518080163405.0,32.0,0.0,1589587412.0,6096.0,14.92,,EC 226
2020-05-16 00:03:43.362,mijnomgeving,357518080494834,1589587423362,1.0,52.4259069,5.4209975,6.0,133218.0,-1.0,4.14,5.0,199.0,357518080494834.0,32.0,0.0,1589587417.0,1608.0,15.27,,EC 314
2020-05-16 00:04:00.620,mijnomgeving,357518080164395,1589587440620,4.0,51.898121,4.4231331,7.0,72914.0,-55.0,4.18,8.0,0.0,357518080164395.0,32.0,0.0,1589587440.0,4147.0,16.15,,EC 241
