datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,pH,name
2020-08-02 00:00:21.659,mijnomgeving,357518080495070,1596326421659,255.0,2.55e-05,2.55e-05,0.0,10044.0,0.0,3.61,24.0,0.0,357518080495070.0,32.0,0.0,1596326417.0,0.0,22.5,,EC 320
2020-08-02 00:00:21.680,mijnomgeving,357518080495070,1596326421680,255.0,2.55e-05,2.55e-05,0.0,10044.0,0.0,3.61,24.0,0.0,357518080495070.0,32.0,0.0,1596326417.0,0.0,22.5,,EC 320
2020-08-02 00:00:26.114,mijnomgeving,357518080332257,1596326426114,2.0,51.8984533,4.4229277,7.0,119713.0,-1.0,4.16,15.0,251.0,357518080332257.0,32.0,0.0,1596326427.0,380.0,21.53,,EC 240
2020-08-02 00:00:28.468,mijnomgeving,357518080495153,1596326428468,1.0,52.5790511,5.7565187,4.0,36928.0,-32.0,4.189999999999999,15.0,252.0,357518080495153.0,32.0,0.0,1596326426.0,2446.0,21.09,,EC 313
2020-08-02 00:00:49.485,mijnomgeving,357518080163173,1596326449485,26.0,52.7180877,6.8408567,6.0,69335.0,-1.0,4.2,15.0,0.0,357518080163173.0,32.0,0.0,1596326449.0,736.0,22.59,,EC 231
2020-08-02 00:01:09.494,mijnomgeving,357518080497639,1596326469494,25.0,52.6592423,5.6609324999999995,5.0,51342.0,7.0,4.18,16.0,51.0,357518080497639.0,32.0,0.0,1596326469.0,2532.0,21.53,,EC 308
2020-08-02 00:01:09.549,mijnomgeving,357518080495120,1596326469549,16.0,52.3337952,5.312634,8.0,58533.0,-5.0,4.18,10.0,1.0,357518080495120.0,32.0,0.0,1596326469.0,1435.0,18.8,,EC 303
2020-08-02 00:01:18.497,mijnomgeving,357518080495187,1596326478497,1.0,52.6350937,5.8233233,5.0,211518.0,-46.0,4.21,15.0,29.0,357518080495187.0,32.0,1.0,1596326488.0,692.0,19.94,,EC 304
2020-08-02 00:01:30.529,mijnomgeving,357518080495112,1596326490529,1.0,52.8374323,5.7133612,4.0,45918.0,-34.0,4.21,15.0,232.0,357518080495112.0,32.0,1.0,1596326490.0,1710.0,20.56,,EC 306
2020-08-02 00:01:36.685,mijnomgeving,357518080497662,1596326496685,0.0,59.7643505,17.5731382,4.0,1802754.0,3.0,4.25,17.0,225.0,357518080497662.0,32.0,0.0,1596326519.0,468.0,20.12,,EC 328
