datetime,app_id,dev_id,time,FixAge,TimeActive,batteryVoltage,boardTemperature,imei,lastResetCause,timestamp,waterEC,waterTemperature,Lat,Lon,SatInFix,altitude,course,speed,pH,name
2020-08-18 00:00:29.926,mijnomgeving,357518080168917,1597708829926,7.0,35560846.0,3.98,15.0,357518080168917.0,16.0,1597708823.0,933.0,25.14,52.3406724,4.9255359,5.0,-12.0,0.0,0.0,,EC 209
2020-08-18 00:00:36.485,mijnomgeving,357518080494834,1597708836485,1.0,27018.0,4.13,14.0,357518080494834.0,32.0,1597708835.0,1610.0,21.7,52.4257032,5.4207004,5.0,-8.0,0.0,0.0,,EC 314
2020-08-18 00:00:50.527,mijnomgeving,357518080495104,1597708850527,1.0,1818.0,4.2,16.0,357518080495104.0,32.0,1597708847.0,508.0,19.59,52.337448,5.5374582,7.0,3.0,1.0,0.0,,EC 312
2020-08-18 00:01:15.062,mijnomgeving,357518080170889,1597708875062,34.0,29810.0,4.09,15.0,357518080170889.0,32.0,1597708874.0,0.0,0.0,52.0145983,4.2955478,8.0,-9.0,208.0,0.0,,EC 236
2020-08-18 00:01:38.245,mijnomgeving,357518080495021,1597708898245,0.0,38717.0,4.21,15.0,357518080495021.0,32.0,1597708893.0,360.0,21.53,53.15624,7.0208145,5.0,-2.0,46.0,1.0,,EC 325
2020-08-18 00:02:20.850,mijnomgeving,357518080494776,1597708940850,1.0,80119.0,4.17,14.0,357518080494776.0,32.0,1597708941.0,301.0,15.89,52.3882643,5.5645218,10.0,4.0,0.0,0.0,,EC 330
2020-08-18 00:02:30.436,mijnomgeving,357518080165368,1597708950436,13.0,34521364.0,4.15,16.0,357518080165368.0,16.0,1597708951.0,120.0,25.41,52.3398786,4.9105495,5.0,-40.0,242.0,1.0,,EC 208
2020-08-18 00:02:48.365,mijnomgeving,357518080495526,1597708968365,14.0,1099836.0,4.17,13.0,357518080495526.0,32.0,1597708986.0,384.0,21.44,59.8489573,18.1185998,6.0,14.0,224.0,0.0,,EC 327
2020-08-18 00:03:23.987,mijnomgeving,357518080165475,1597709003987,5.0,27064822.0,4.04,16.0,357518080165475.0,1.0,1597709000.0,70.0,22.32,52.3722609,4.924986,4.0,-2.0,17.0,0.0,,EC 201
2020-08-18 00:03:41.777,mijnomgeving,357518080330582,1597709021777,32.0,22542.0,3.84,19.0,357518080330582.0,32.0,1597709013.0,73.0,24.79,52.3734165,4.9459535,6.0,18.0,250.0,0.0,,EC 219
2020-08-18 00:03:45.026,mijnomgeving,357518080494909,1597709025026,255.0,20908.0,3.81,24.0,357518080494909.0,32.0,1597709020.0,0.0,0.0,2.55e-05,2.55e-05,0.0,0.0,0.0,0.0,,EC 329
2020-08-18 00:03:49.852,mijnomgeving,357518080203151,1597709029852,5.0,1785653.0,4.189999999999999,17.0,357518080203151.0,32.0,1597709033.0,0.0,0.0,52.4206713,4.8597975,4.0,31.0,0.0,0.0,,EC Prototype 001
2020-08-18 00:04:22.086,mijnomgeving,357518080497696,1597709062086,1.0,135919.0,4.18,15.0,357518080497696.0,32.0,1597709065.0,419.0,19.94,52.517241,5.5094934,7.0,1.0,43.0,0.0,,EC 319
2020-08-18 00:04:52.138,mijnomgeving,357518080332257,1597709092138,14.0,59424.0,4.16,16.0,357518080332257.0,32.0,1597709087.0,753.0,24.7,51.8982881,4.4232707,6.0,0.0,211.0,0.0,,EC 240
2020-08-18 00:05:26.226,mijnomgeving,357518080494875,1597709126226,1.0,11718.0,4.189999999999999,18.0,357518080494875.0,32.0,1597709117.0,1625.0,23.29,52.6577248,5.6148691,6.0,11.0,0.0,0.0,,EC 311
2020-08-18 00:05:54.606,mijnomgeving,357518080494818,1597709154606,1.0,95418.0,4.2,14.0,357518080494818.0,32.0,1597709156.0,1454.0,22.67,52.8091798,5.745483,5.0,47.0,200.0,0.0,,EC 309
2020-08-18 00:06:09.580,mijnomgeving,357518080495195,1597709169580,0.0,71118.0,4.23,16.0,357518080495195.0,32.0,1597709169.0,1726.0,21.26,52.3011746,5.3602837,5.0,-15.0,0.0,0.0,,EC 301
2020-08-18 00:06:20.583,mijnomgeving,357518080495112,1597709180583,0.0,42.0,4.23,16.0,357518080495112.0,32.0,1597709177.0,1542.0,22.15,52.8374698,5.7138647,6.0,-36.0,201.0,0.0,,EC 306
2020-08-18 00:06:42.259,mijnomgeving,357518080166580,1597709202259,26.0,219636.0,4.13,18.0,357518080166580.0,32.0,1597709210.0,887.0,25.14,52.3603448,4.8158313,5.0,-37.0,36.0,0.0,,EC 224
2020-08-18 00:06:54.720,mijnomgeving,357518080494768,1597709214720,1.0,6318.0,4.23,16.0,357518080494768.0,32.0,1597709210.0,1929.0,24.44,52.416599,5.2266396,7.0,-2.0,239.0,0.0,,EC 305
2020-08-18 00:07:18.825,mijnomgeving,357518080495534,1597709238825,1.0,104418.0,4.22,15.0,357518080495534.0,32.0,1597709241.0,2136.0,20.73,52.5327175,5.5930381,6.0,2.0,250.0,0.0,,EC 307
